"age","ageCond","buG1fAccTime","buG1fOrd","buG2fAccTime","buG2fOrd","buG3fAccTime","buG3fOrd","buG4fAccTime","buG4fOrd","buG6fAccTime","buG6fOrd","buG8fAccTime","buG8fOrd","buS1fAccTime","buS1fOrd","buS1fTime","bu_10_8fTime","bu_1fGTime","bu_2fGTime","bu_3fGTime","bu_4_2fTime","bu_6_4fTime","bu_8_6fTime","budam","buga1","buga2","buga3","chaksun1","chaksun2","chaksun3","chaksun4","chaksun5","chulNo","diffUnit","hrName","hrNameEn","hrNo","ilsu","jeG1fTime","jeG3fTime","jeS1fTime","je_1cTime","je_2cTime","je_3cTime","je_4cTime","jkName","jkNameEn","jkNo","meet","name","ord","owName","owNameEn","owNo","plcOdds","prizeCond","rank","rating","rcDate","rcDay","rcDist","rcName","rcNo","rcTime","seG1fAccTime","seG3fAccTime","seS1fAccTime","se_1cAccTime","se_2cAccTime","se_3cAccTime","se_4cAccTime","sex","sexCond","sjG1fOrd","sjG3fOrd","sjS1fOrd","sj_1cOrd","sj_2cOrd","sj_3cOrd","sj_4cOrd","trName","trNameEn","trNo","track","weather","wgBudam","wgHr","winOdds"
3,"연령오픈",68.7,2,55.7,2,43,2,30.7,2,8.2,1,0,0,13.8,2,13.8,0,13.6,26.6,39.3,25,22.5,8.2,"별정A",0,0,0,22800000,8400000,5200000,2000000,1600000,3,"-","미즈업","MS. UP","0039609",65,0,0,0,0,0,0,0,"요아니스","Ioannis Poullis","080591","부산경남","한국",1,"이성기","Lee Sung Gi",104145,1.1,"R0~0","국6등급",0,20190830,"금요일",1300,"일반",1,82.3,0,0,0,0,0,0,0,"암","암",0,0,0,0,0,0,0,"토마스","Thomas Gillespie","070194","다습 (13%)","맑음",54,"434(+1)",2.2
3,"연령오픈",68.8,3,55.9,3,43.4,4,31,4,8.4,4,0,0,14.2,8,14.2,0,13.7,26.6,39.1,24.9,22.6,8.4,"별정A",0,0,0,22800000,8400000,5200000,2000000,1600000,2,"1¾","미노비아","ME NOVIA","0041650",65,0,0,0,0,0,0,0,"프랑소와","Francois Morne Herholdt","080590","부산경남","한국",2,"천사들의 안장","Angels Saddle",114029,2,"R0~0","국6등급",0,20190830,"금요일",1300,"일반",1,82.5,0,0,0,0,0,0,0,"암","암",0,0,0,0,0,0,0,"김길중","Kim Gil Jung","070126","다습 (13%)","맑음",54,"417(-17)",9.2
2,"연령오픈",68.7,1,55.4,1,42.7,1,30.4,1,8.3,2,0,0,13.8,1,13.8,0,14.3,27.6,40.3,25,22.1,8.3,"별정A",0,0,0,22800000,8400000,5200000,2000000,1600000,1,"2½","미스아델","MISS ADELE","0040749",65,0,0,0,0,0,0,0,"진겸","Jin Kyum","080551","부산경남","한국",3,"이장현","Lee Jang Hyun",117004,1.3,"R0~0","국6등급",0,20190830,"금요일",1300,"일반",1,83,0,0,0,0,0,0,0,"암","암",0,0,0,0,0,0,0,"백광열","Baik Kwang Yeol","070130","다습 (13%)","맑음",52.5,"531(+13)",2.7
3,"연령오픈",69.8,4,57.1,9,44.4,12,32,12,8.5,12,0,0,14.2,10,14.2,0,13.9,26.6,39.3,25.1,23.5,8.5,"별정A",0,0,0,22800000,8400000,5200000,2000000,1600000,10,4,"탐라리스트","TAMNA LIST","0039633",65,0,0,0,0,0,0,0,"리차드","Richard William Oliver","080592","부산경남","한국",4,"김경태","kim gyeong tae","065063",6.2,"R0~0","국6등급",0,20190830,"금요일",1300,"일반",1,83.7,0,0,0,0,0,0,0,"암","암",0,0,0,0,0,0,0,"라이스","Bart Rice","070186","다습 (13%)","맑음",54,"474(+6)",38.9
2,"연령오픈",70.3,6,57.1,7,44,8,31.4,8,8.5,11,0,0,14.2,9,14.2,0,13.8,27,40.1,25.7,22.9,8.5,"별정A",0,0,0,22800000,8400000,5200000,2000000,1600000,4,"2½","에이스잭팟","ACE JACKPOT","0040795",65,0,0,0,0,0,0,0,"최시대","Choi Si Dae","080423","부산경남","한국",5,"정재훈","Jeong Jae Hun",111072,2.2,"R0~0","국6등급",0,20190830,"금요일",1300,"일반",1,84.1,0,0,0,0,0,0,0,"암","암",0,0,0,0,0,0,0,"권승주","Kwon Sung Ju","070086","다습 (13%)","맑음",52.5,"491(-4)",7.8
3,"연령오픈",70.6,9,57.3,11,44.3,11,31.6,11,8.4,6,0,0,14.3,12,14.3,0,14.1,27.4,40.4,25.7,23.2,8.4,"별정A",0,0,0,22800000,8400000,5200000,2000000,1600000,6,4,"파이널스카이","FINAL SKY","0038685",65,0,0,0,0,0,0,0,"전진구","Jeon Jin Gu","080580","부산경남","한국",6,"김준현","Kim Joon Hyun",106289,11,"R0~0","국6등급",0,20190830,"금요일",1300,"일반",1,84.7,0,0,0,0,0,0,0,"암","암",0,0,0,0,0,0,0,"김재섭","Kim Jae Sub","070106","다습 (13%)","맑음",54,"532(+3)",132.3
3,"연령오픈",70.5,7,57.1,10,44.1,9,31.4,9,8.4,9,0,0,14.2,11,14.2,0,14.5,27.9,40.9,25.7,23,8.4,"별정A",0,0,0,22800000,8400000,5200000,2000000,1600000,11,"1¾","퍼펙트엔젤","PERFECT ANGEL","0039291",65,0,0,0,0,0,0,0,"송경윤","Song Kyeong Yun","080421","부산경남","한국",7,"조경신","Cho Gyeong Sin",112304,5.9,"R0~0","국6등급",0,20190830,"금요일",1300,"일반",1,85,0,0,0,0,0,0,0,"암","암",0,0,0,0,0,0,0,"구영준","Koo Young Jun","070176","다습 (13%)","맑음",54,"459(-17)",39.8
3,"연령오픈",70.2,5,56.2,4,43.1,3,30.7,3,8.4,8,0,0,14,4,14,0,14.9,28.9,42,25.5,22.3,8.4,"별정A",0,0,0,22800000,8400000,5200000,2000000,1600000,8,"목","질주여행","JILJU YEOHAENG","0038564",65,0,0,0,0,0,0,0,"이성재","Lee Sung Jae","080431","부산경남","한국",8,"김화원","Kim Hwa Won",109138,10.7,"R0~0","국6등급",0,20190830,"금요일",1300,"일반",1,85.1,0,0,0,0,0,0,0,"암","암",0,0,0,0,0,0,0,"임동창","Im Dong Chang","070138","다습 (13%)","맑음",54,"462(+4)",76.7
2,"연령오픈",70.6,10,56.7,5,43.4,5,31,5,8.3,3,0,0,14,5,14,0,15,28.9,42.2,25.7,22.7,8.3,"별정A",0,0,0,22800000,8400000,5200000,2000000,1600000,9,3,"키투더럭키","KEY TO THE LUCKY","0041524",65,0,0,0,0,0,0,0,"정우주","Jeong Woo Ju","080588","부산경남","한국",9,"신윤경","Shin Yoon Gyeong",112292,31.7,"R0~0","국6등급",0,20190830,"금요일",1300,"일반",1,85.6,0,0,0,0,0,0,0,"암","암",0,0,0,0,0,0,0,"김병학","Kim Byung Hak","070121","다습 (13%)","맑음",50.5,"490(-8)",133.3
3,"연령오픈",70.6,8,56.9,6,43.9,6,31.2,6,8.4,5,0,0,14.1,6,14.1,0,15.1,28.8,41.8,25.7,22.8,8.4,"별정A",0,0,0,22800000,8400000,5200000,2000000,1600000,5,"¾","보령질주","BORYEONG JILJU","0038868",65,0,0,0,0,0,0,0,"조창욱","Jo Chang Wook","080411","부산경남","한국",10,"최원길","Choi Won Gil",104077,2.3,"R0~0","국6등급",0,20190830,"금요일",1300,"일반",1,85.7,0,0,0,0,0,0,0,"암","암",0,0,0,0,0,0,0,"양귀선","Yang Kui Sun","070125","다습 (13%)","맑음",54,"483(+1)",10.1
