"age","ageCond","buG1fAccTime","buG1fOrd","buG2fAccTime","buG2fOrd","buG3fAccTime","buG3fOrd","buG4fAccTime","buG4fOrd","buG6fAccTime","buG6fOrd","buG8fAccTime","buG8fOrd","buS1fAccTime","buS1fOrd","buS1fTime","bu_10_8fTime","bu_1fGTime","bu_2fGTime","bu_3fGTime","bu_4_2fTime","bu_6_4fTime","bu_8_6fTime","budam","buga1","buga2","buga3","chaksun1","chaksun2","chaksun3","chaksun4","chaksun5","chulNo","diffUnit","hrName","hrNameEn","hrNo","ilsu","jeG1fTime","jeG3fTime","jeS1fTime","je_1cTime","je_2cTime","je_3cTime","je_4cTime","jkName","jkNameEn","jkNo","meet","name","ord","owName","owNameEn","owNo","plcOdds","prizeCond","rank","rating","rcDate","rcDay","rcDist","rcName","rcNo","rcTime","seG1fAccTime","seG3fAccTime","seS1fAccTime","se_1cAccTime","se_2cAccTime","se_3cAccTime","se_4cAccTime","sex","sjG1fOrd","sjG3fOrd","sjS1fOrd","sj_1cOrd","sj_2cOrd","sj_3cOrd","sj_4cOrd","trName","trNameEn","trNo","track","weather","wgBudam","wgHr","winOdds","sexCond"
3,"연령오픈",47.5,1,35.9,1,24.5,1,0,0,0,0,0,0,13.4,1,13.4,0,12.6,24.2,35.6,22.5,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,2,"-","인디언스타","INDIAN STAR","0032568",56,0,0,0,0,0,0,0,"조성곤","JO SUNG GON","080410","부산경남","한국",1,"오종환","Oh Jong Hwan","065154",1,"R41~55","혼4등급",54,20150719,"일요일",1000,"일반",1,60.1,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"문제복","MUN JE BOK","070140","건조 (3%)","맑음",56.5,"499(+4)",1.2,
4,"연령오픈",48.4,4,36.8,5,25.4,5,0,0,0,0,0,0,14,4,14,0,12.5,24.1,35.5,22.8,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,11,5,"블랙키","BLACK KEY","0029647",56,0,0,0,0,0,0,0,"박성광","Park Sung Kwang","080396","부산경남","한국",2,"고경민","Ko Kyung Min",104104,1.8,"R41~55","혼4등급",46,20150719,"일요일",1000,"일반",1,60.9,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"민장기","Min Jang Gi","070136","건조 (3%)","맑음",52.5,"480()",9.1,
3,"연령오픈",48.4,2,36.8,4,25.4,4,0,0,0,0,0,0,14.1,5,14.1,0,12.6,24.2,35.6,22.7,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,7,"목","행운만남","HAENGUN MANNAM","0034768",56,0,0,0,0,0,0,0,"문중원","MUN JUNG WON","080397","부산경남","호주",3,"강용익","Kang Yong Ik",105137,2.7,"R41~55","혼4등급",53,20150719,"일요일",1000,"일반",1,61,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"유충열","YU CHUNG YEOL","070139","건조 (3%)","맑음",56,"493(-1)",24.4,
3,"연령오픈",48.4,3,36.5,2,24.9,2,0,0,0,0,0,0,13.6,2,13.6,0,12.7,24.6,36.2,22.9,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,1,1,"메가브라이드","MEGA BRIDE","0034757",56,0,0,0,0,0,0,0,"박재이","Park Jae I","080546","부산경남","호주",4,"김의기","Kim Ui Gi",104081,3.3,"R41~55","혼4등급",49,20150719,"일요일",1000,"일반",1,61.1,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"김길중","Kim Gil Jung","070126","건조 (3%)","맑음",51,"429(+7)",36.4,
4,"연령오픈",48.4,5,36.6,3,25.2,3,0,0,0,0,0,0,13.8,3,13.8,0,12.8,24.6,36,22.8,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,5,"머리","그린나래","GEURIN NARAE","0030767",56,0,0,0,0,0,0,0,"채상현","Chae Sang Hyun","080532","부산경남","한국",5,"김종태","Kim Jong-Tae",113125,1.3,"R41~55","혼4등급",48,20150719,"일요일",1000,"일반",1,61.2,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"윤영훈","Youn Young Hun","070133","건조 (3%)","맑음",52.5,"463(-3)",6,
4,"연령오픈",49.2,7,37.6,8,26.1,9,0,0,0,0,0,0,14.5,11,14.5,0,12.3,23.9,35.4,23.1,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,12,"1¾","클린공주","CLEAN GONGJU","0030114",56,0,0,0,0,0,0,0,"오야마","OYAMA NOBUYUKI","080540","부산경남","한국",6,"홍성필","Hong Seong Pil",112302,2.8,"R41~55","혼4등급",44,20150719,"일요일",1000,"일반",1,61.5,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"김창옥","Kim Chang Ok","070124","건조 (3%)","맑음",51.5,"456(-9)",19.1,
2,"연령오픈",49.1,6,37.3,6,25.8,7,0,0,0,0,0,0,14.4,10,14.4,0,12.7,24.5,36,22.9,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,6,"1¾","대종천","DAEJONGCHEON","0034826",56,0,0,0,0,0,0,0,"다나카","TANAKA MASAKAZU","080516","부산경남","미국",7,"이원태","Lee Won Tae",105125,12.7,"R41~55","혼4등급",52,20150719,"일요일",1000,"일반",1,61.8,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"권승주","Kwon Sung Ju","070086","건조 (3%)","맑음",55.5,"505(-12)",113.6,
3,"연령오픈",49.8,9,38.5,11,26.4,11,0,0,0,0,0,0,14.4,8,14.4,0,12.3,23.6,35.7,24.1,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,3,"1¾","메이비플래시","MABEE FLASHY","0034616",56,0,0,0,0,0,0,0,"조창욱","Jo Chang Wook","080411","부산경남","미국",8,"이동훈","Lee Dong Hun",104112,6.9,"R41~55","혼4등급",48,20150719,"일요일",1000,"일반",1,62.1,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"임동창","Im Dong Chang","070138","건조 (3%)","맑음",53.5,"480(-2)",79.5,
4,"연령오픈",49.4,8,37.4,7,25.8,6,0,0,0,0,0,0,14.2,6,14.2,0,13,25,36.6,23.2,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,8,"1¾","스위트골드","SWEET GOLD","0030145",56,0,0,0,0,0,0,0,"김도현","Kim Do Hyun","080381","부산경남","한국",9,"오공학","Oh Kong Hak","065021",12.3,"R41~55","혼4등급",51,20150719,"일요일",1000,"일반",1,62.4,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"양귀선","Yang Kui Sun","070125","건조 (3%)","맑음",55,"466(+6)",108.6,
3,"연령오픈",50.2,11,38.4,10,26.2,10,0,0,0,0,0,0,14.3,7,14.3,0,12.6,24.4,36.6,24.1,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,9,2,"골드메달파이널","GOLD MEDAL FINAL","0034622",56,0,0,0,0,0,0,0,"이용호","Lee Yong Ho","080547","부산경남","미국",10,"나현문","Na Hyun Mun",105062,20.2,"R41~55","혼4등급",52,20150719,"일요일",1000,"일반",1,62.8,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"강병은","KANG BYUNG EUN","070135","건조 (3%)","맑음",51.5,"457(-5)",174.1,
3,"연령오픈",50.1,10,37.8,9,26,8,0,0,0,0,0,0,14.4,9,14.4,0,13.4,25.7,37.5,23.4,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,4,4,"그레이스컬린","GRACE CURLIN","0033050",56,0,0,0,0,0,0,0,"김태경","Kim Tae Kyung","080296","부산경남","미국",11,"정일수","Jung Il Soo",112012,23.9,"R41~55","혼4등급",50,20150719,"일요일",1000,"일반",1,63.5,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"이정표","Lee Jung Pyo","070132","건조 (3%)","맑음",54.5,"490(-4)",186.3,
4,"연령오픈",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,10,"-","그라지오","GRAGEO","0030651",56,0,0,0,0,0,0,0,"박금만","PARK GEUM MAN","080408","부산경남","한국",94,"서종호","SEO JONG HO",106069,0,"R41~55","혼4등급",35,20150719,"일요일",1000,"일반",1,0,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"문제복","MUN JE BOK","070140","건조 (3%)","맑음",51,"446(+6)",0,
4,"연령오픈",48.4,2,36.6,3,25,3,0,0,0,0,0,0,14,5,14,0,12.6,24.4,36,22.6,0,0,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,1,"-","배다리대왕","BAEDARI DAEWANG","0030460",56,0,0,0,0,0,0,0,"이용호","Lee Yong Ho","080547","부산경남","한국",1,"송한우","Song Han Woo",110050,1.9,"R1~40","국5등급",34,20150719,"일요일",1000,"일반",2,61,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"유충열","YU CHUNG YEOL","070139","건조 (3%)","맑음",51,"473(-3)",4.6,
3,"연령오픈",48.2,1,36.4,1,24.8,1,0,0,0,0,0,0,13.6,1,13.6,0,12.8,24.6,36.2,22.8,0,0,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,2,"½","한라의돌풍","HALLAUI DOLPUNG","0032556",56,0,0,0,0,0,0,0,"조성곤","JO SUNG GON","080410","부산경남","한국",2,"오종환","Oh Jong Hwan","065154",1.2,"R1~40","국5등급",28,20150719,"일요일",1000,"일반",2,61,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"문제복","MUN JE BOK","070140","건조 (3%)","맑음",52,"480(-4)",2.3,
