"age","buG1fAccTime","buG1fOrd","buG2fAccTime","buG2fOrd","buG3fAccTime","buG3fOrd","buG4fAccTime","buG4fOrd","buG6fAccTime","buG6fOrd","buG8fAccTime","buG8fOrd","buS1fAccTime","buS1fOrd","buS1fTime","bu_10_8fTime","bu_1fGTime","bu_2fGTime","bu_3fGTime","bu_4_2fTime","bu_6_4fTime","bu_8_6fTime","budam","buga1","buga2","buga3","chaksun1","chaksun2","chaksun3","chaksun4","chaksun5","chulNo","diffUnit","hrName","hrNameEn","hrNo","ilsu","jeG1fTime","jeG3fTime","jeS1fTime","je_1cTime","je_2cTime","je_3cTime","je_4cTime","jkName","jkNameEn","jkNo","meet","name","ord","owName","owNameEn","owNo","plcOdds","prizeCond","rank","rating","rcDate","rcDay","rcDist","rcName","rcNo","rcTime","seG1fAccTime","seG3fAccTime","seS1fAccTime","se_1cAccTime","se_2cAccTime","se_3cAccTime","se_4cAccTime","sex","sjG1fOrd","sjG3fOrd","sjS1fOrd","sj_1cOrd","sj_2cOrd","sj_3cOrd","sj_4cOrd","trName","trNameEn","trNo","track","weather","wgBudam","wgHr","winOdds","ageCond","sexCond"
2,48.3,2,36.1,2,24.6,2,0,0,0,0,0,0,13.6,2,13.6,0,13.2,25.4,36.9,22.5,0,0,"별정B",0,0,0,42750000,15750000,9750000,3750000,3000000,4,"-","로키스카이","ROCKY SKY","0043638",80,0,0,0,0,0,0,0,"김도현","Kim Do Hyun","080381","부산경남","미국",1,"이성인","Lee Seong In",112003,3.8,"R1~50","혼4등급",38,20191027,"일요일",1000,"일반",1,61.5,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"강병은","KANG BYUNG EUN","070135","양호 (7%)","맑음",54,"465()",33.3,,
2,48.3,1,36.1,1,24.6,1,0,0,0,0,0,0,13.4,1,13.4,0,13.3,25.5,37,22.7,0,0,"별정B",0,0,0,42750000,15750000,9750000,3750000,3000000,5,"½","스키터","SKITTER","0043546",80,0,0,0,0,0,0,0,"채상현","Chae Sang Hyun","080532","부산경남","미국",2,"박희상","Park Hee Sang",115008,1.2,"R1~50","혼4등급",40,20191027,"일요일",1000,"일반",1,61.6,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"울즐리","Peter Wolsley","070156","양호 (7%)","맑음",52,"432(-10)",2.8,,
2,49,3,36.9,4,25,4,0,0,0,0,0,0,13.7,3,13.7,0,13,25.1,37,23.2,0,0,"별정B",0,0,0,42750000,15750000,9750000,3750000,3000000,2,"2½","퀸마블이지","QUEEN MARVEL IJI","0043552",80,0,0,0,0,0,0,0,"김철호","Kim Cheol Ho","080434","부산경남","미국",3,"춘강","Chun Gang",112021,4.1,"R1~50","혼4등급",38,20191027,"일요일",1000,"일반",1,62,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"토마스","Thomas Gillespie","070194","양호 (7%)","맑음",52,"468(+1)",29.5,,
2,49.4,4,37.1,5,25.2,6,0,0,0,0,0,0,14,6,14,0,12.9,25.2,37.1,23.1,0,0,"별정B",0,0,0,42750000,15750000,9750000,3750000,3000000,10,"1¼","블랙이글윙","BLACK EAGLE WING","0043445",80,0,0,0,0,0,0,0,"이효식","Lee Hyo Sik","080564","부산경남","미국",4,"최병부","Choi Byeong Bu",109137,1.4,"R1~50","혼4등급",38,20191027,"일요일",1000,"일반",1,62.3,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"이상영","Lee Sang Young","070141","양호 (7%)","맑음",54,"478(+8)",6,,
2,49.5,5,37.2,7,25.2,7,0,0,0,0,0,0,14,7,14,0,13,25.3,37.3,23.2,0,0,"별정B",0,0,0,42750000,15750000,9750000,3750000,3000000,11,"1½","라스트가디언","LAST GUARDIAN","0043467",80,0,0,0,0,0,0,0,"요아니스","Ioannis Poullis","080591","부산경남","미국",5,"태립","Tae Rip",106255,2.1,"R1~50","혼4등급",38,20191027,"일요일",1000,"일반",1,62.5,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"김영관","Kim Young Kwan","070123","양호 (7%)","맑음",54,"531(-7)",6.2,,
2,49.7,7,37.2,6,25.2,5,0,0,0,0,0,0,13.8,5,13.8,0,13.4,25.9,37.9,23.4,0,0,"별정B",0,0,0,42750000,15750000,9750000,3750000,3000000,1,3,"아라로즈","ARA ROSE","0043502",80,0,0,0,0,0,0,0,"송경윤","Song Kyeong Yun","080421","부산경남","미국",6,"고재완","Ko Jae Wan",105119,1.6,"R1~50","혼4등급",38,20191027,"일요일",1000,"일반",1,63.1,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"구영준","Koo Young Jun","070176","양호 (7%)","맑음",52,"496(-15)",2.5,,
2,50.7,8,38.4,9,26.2,9,0,0,0,0,0,0,14.2,9,14.2,0,12.6,24.9,37.1,24.2,0,0,"별정B",0,0,0,42750000,15750000,9750000,3750000,3000000,8,1,"영광의세이브","YEONGGWANGUI SAVE","0041933",80,0,0,0,0,0,0,0,"정도윤","Jung Do Yun","080565","부산경남","미국",7,"변창덕","Byun Chang Duck",110048,4.1,"R1~50","혼4등급",38,20191027,"일요일",1000,"일반",1,63.3,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"임금만","Lim Keum Man","070128","양호 (7%)","맑음",54,"502(-6)",23.7,,
2,49.6,6,36.8,3,24.9,3,0,0,0,0,0,0,13.7,4,13.7,0,14,26.8,38.7,23.1,0,0,"별정B",0,0,0,42750000,15750000,9750000,3750000,3000000,3,"1½","시프린","SHIFFRIN","0043628",80,0,0,0,0,0,0,0,"정동철","Jeong Dong Cheol","080482","부산경남","미국",8,"이원태","Lee Won Tae",105125,8.1,"R1~50","혼4등급",38,20191027,"일요일",1000,"일반",1,63.6,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"하무선","Ha Mu Seon","070143","양호 (7%)","맑음",52,"483(-3)",75,,
2,51.3,10,38.9,10,26.7,12,0,0,0,0,0,0,15.1,12,15.1,0,12.8,25.2,37.4,23.8,0,0,"별정B",0,0,0,42750000,15750000,9750000,3750000,3000000,7,3,"영화의반석","YEONGHWAUI BANSEOK","0043511",80,0,0,0,0,0,0,0,"리차드","Richard William Oliver","080592","부산경남","미국",9,"임두순","Lim Doo Soon",112013,27.2,"R1~50","혼4등급",38,20191027,"일요일",1000,"일반",1,64.1,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"라이스","Bart Rice","070186","양호 (7%)","맑음",52,"445(-1)",122,,
2,50.8,9,38.2,8,26,8,0,0,0,0,0,0,14.1,8,14.1,0,13.4,26,38.2,24.1,0,0,"별정B",0,0,0,42750000,15750000,9750000,3750000,3000000,6,"목","머제스틱글로리","MAJESTIC GLORY","0043624",80,0,0,0,0,0,0,0,"최시대","Choi Si Dae","080423","부산경남","미국",10,"이경희","Lee Gyeong Hui",112286,10.5,"R1~50","혼4등급",38,20191027,"일요일",1000,"일반",1,64.2,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"구영준","Koo Young Jun","070176","양호 (7%)","맑음",52,"512(-12)",66.6,,
2,51.4,11,39,11,26.6,10,0,0,0,0,0,0,14.7,11,14.7,0,13.2,25.6,38,24.3,0,0,"별정B",0,0,0,42750000,15750000,9750000,3750000,3000000,9,2,"핫슈거베이브","HOT SUGAR BABE","0043543",80,0,0,0,0,0,0,0,"김혜선","Kim Hye Sun","080456","부산경남","미국",11,"김종업","Kim Jong Eop",112008,21.7,"R1~50","혼4등급",38,20191027,"일요일",1000,"일반",1,64.6,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"민장기","Min Jang Gi","070136","양호 (7%)","맑음",52,"484(+1)",151,,
2,53.1,12,39.1,12,26.6,11,0,0,0,0,0,0,14.6,10,14.6,0,14.3,28.3,40.8,24.5,0,0,"별정B",0,0,0,42750000,15750000,9750000,3750000,3000000,12,16,"제너럴존","GENERAL JOHN","0043637",80,0,0,0,0,0,0,0,"박재이","Park Jae I","080546","부산경남","미국",12,"김응수","Kim Eung Soo",106229,20.2,"R1~50","혼4등급",38,20191027,"일요일",1000,"일반",1,67.4,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"강병은","KANG BYUNG EUN","070135","양호 (7%)","맑음",54,"442(-15)",109.8,,
3,67.5,2,54.8,4,42.5,5,30.5,5,8.3,7,0,0,13.9,5,13.9,0,13.5,26.2,38.5,24.3,22.2,8.3,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,11,"-","영성호프","YEONGSEONG HOPE","0039582",80,0,0,0,0,0,0,0,"이효식","Lee Hyo Sik","080564","부산경남","한국",1,"김영순","Kim Yung Soon",117003,1.1,"R1~35","국5등급",31,20191027,"일요일",1300,"일반",2,81,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"방동석","Bang Dong Suk","070142","건조 (4%)","맑음",55,"478(+2)",1.5,"연령오픈",
3,67.4,1,54.4,1,41.8,1,29.8,1,8.1,1,0,0,13.6,1,13.6,0,14.3,27.3,39.9,24.6,21.7,8.1,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,4,4,"아모르파티","AMOR FATI","0039125",80,0,0,0,0,0,0,0,"유현명","You Hyun Myung","080376","부산경남","한국",2,"오종환","Oh Jong Hwan","065154",1.6,"R1~35","국5등급",30,20191027,"일요일",1300,"일반",2,81.7,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"최기홍","Choi Ki Hong","070129","건조 (4%)","맑음",54.5,"469(-5)",5.3,"연령오픈",
3,67.8,3,54.6,2,42.3,3,30.2,3,8.3,6,0,0,13.8,3,13.8,0,14.1,27.3,39.6,24.4,21.9,8.3,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,1,1,"골든샤프","GOLDEN SHARP","0038916",80,0,0,0,0,0,0,0,"정우주","Jeong Woo Ju","080588","부산경남","한국",3,"곽영숙","Kwak Yeong Sook",112303,4.9,"R1~35","국5등급",31,20191027,"일요일",1300,"일반",2,81.9,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"이상영","Lee Sang Young","070141","건조 (4%)","맑음",53,"487(+5)",41.6,"연령오픈",
4,68.7,6,55.7,6,43.1,6,30.8,6,8.2,2,0,0,14,6,14,0,13.3,26.3,38.9,24.9,22.6,8.2,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,6,"½","브이아이피킹","VIP KING","0037343",80,0,0,0,0,0,0,0,"김혜선","Kim Hye Sun","080456","부산경남","한국",4,"김진영a","Kim Jin Young A",105040,3.3,"R1~35","국5등급",26,20191027,"일요일",1300,"일반",2,82,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"민장기","Min Jang Gi","070136","건조 (4%)","맑음",52.5,"448(+2)",19.6,"연령오픈",
3,67.9,4,54.7,3,42.1,2,29.9,2,8.2,4,0,0,13.6,2,13.6,0,14.2,27.4,40,24.8,21.7,8.2,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,8,"¾","내가새강자","NAEGA SAEGANGJA","0039730",80,0,0,0,0,0,0,0,"김철호","Kim Cheol Ho","080434","부산경남","한국",5,"김진영a","Kim Jin Young A",105040,1.9,"R1~35","국5등급",32,20191027,"일요일",1300,"일반",2,82.1,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"문제복","MUN JE BOK","070140","건조 (4%)","맑음",55.5,"445(+7)",5.9,"연령오픈",
3,69.1,9,56.5,12,43.9,12,31.7,12,8.9,12,0,0,14.6,11,14.6,0,13.1,25.7,38.3,24.8,22.8,8.9,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,9,"½","기대해","GIDAEHAE","0038718",80,0,0,0,0,0,0,0,"김어수","Kim Eu Soo","080403","부산경남","한국",6,"김태권","Kim Tae Gwon",112044,3.3,"R1~35","국5등급",26,20191027,"일요일",1300,"일반",2,82.2,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"장세한","Jang Se Han","070127","건조 (4%)","맑음",52,"476(-3)",27,"연령오픈",
3,68.8,7,56.3,11,43.6,10,31.6,10,8.5,9,0,0,14.3,10,14.3,0,13.9,26.4,39.1,24.7,23.1,8.5,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,2,3,"부산미소","BUSAN MISO","0039653",80,0,0,0,0,0,0,0,"정도윤","Jung Do Yun","080565","부산경남","한국",7,"이시환","Lee Si Hwan",104069,5.6,"R1~35","국5등급",34,20191027,"일요일",1300,"일반",2,82.7,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"하무선","Ha Mu Seon","070143","건조 (4%)","맑음",56.5,"485(+2)",48.5,"연령오픈",
5,69.1,8,56.2,9,43.6,11,31.6,11,8.8,11,0,0,14.7,12,14.7,0,13.6,26.5,39.1,24.6,22.8,8.8,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,5,"머리","파워보우","POWER BOW","0035922",80,0,0,0,0,0,0,0,"임성실","Lim Sung Sil","080379","부산경남","한국",8,"하만철","Ha Man Chul",106060,8.4,"R1~35","국5등급",34,20191027,"일요일",1300,"일반",2,82.7,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"하무선","Ha Mu Seon","070143","건조 (4%)","맑음",56.5,"476(-4)",64.3,"연령오픈",
2,68.4,5,55.2,5,42.4,4,30.4,4,8.2,3,0,0,13.8,4,13.8,0,14.6,27.8,40.6,24.8,22.2,8.2,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,7,"1½","미스아델","MISS ADELE","0040749",80,0,0,0,0,0,0,0,"진겸","Jin Kyum","080551","부산경남","한국",9,"이장현","Lee Jang Hyun",117004,5.4,"R1~35","국5등급",26,20191027,"일요일",1300,"일반",2,83,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"백광열","Baik Kwang Yeol","070130","건조 (4%)","맑음",52,"536(-11)",32.8,"연령오픈",
5,69.2,10,56.1,8,43.2,8,30.9,7,8.6,10,0,0,14.2,8,14.2,0,14,27.1,40,25.2,22.3,8.6,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,3,"1¼","돈잇마이","DONE IT MY","0036061",80,0,0,0,0,0,0,0,"박재이","Park Jae I","080546","부산경남","한국",10,"김종업","Kim Jong Eop",112008,3.2,"R1~35","국5등급",30,20191027,"일요일",1300,"일반",2,83.2,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"민장기","Min Jang Gi","070136","건조 (4%)","맑음",54.5,"472(-5)",23,"연령오픈",
4,69.6,11,56,7,43.2,9,31,9,8.4,8,0,0,14.2,9,14.2,0,14.7,28.3,41.1,25,22.6,8.4,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,10,6,"세런디피터","SERENDIPITER","0036920",80,0,0,0,0,0,0,0,"김태경","Kim Tae Kyung","080296","부산경남","한국",11,"전성연","Jeon Sung Yeon",104092,17.9,"R1~35","국5등급",25,20191027,"일요일",1300,"일반",2,84.3,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"유병복","Yoo Byung Bok","070109","건조 (4%)","맑음",52,"457()",197.9,"연령오픈",
5,70.3,12,56.2,10,43.1,7,30.9,8,8.2,5,0,0,14,7,14,0,15.8,29.9,43,25.3,22.7,8.2,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,12,10,"새누리최강","SAENURI CHOEGANG","0035737",80,0,0,0,0,0,0,0,"김도현","Kim Do Hyun","080381","부산경남","한국",12,"윤지중","Yoon Ji Jung",104100,20.7,"R1~35","국5등급",35,20191027,"일요일",1300,"일반",2,86.1,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"유병복","Yoo Byung Bok","070109","건조 (4%)","맑음",57,"510(-1)",150.4,"연령오픈",
4,67.3,2,54.6,4,41.8,4,29.9,4,8.3,5,0,0,13.8,5,13.8,0,13.1,25.8,38.6,24.7,21.6,8.3,"핸디캡",0,0,0,34200000,12600000,7800000,3000000,2400000,1,"-","스피드퓨리","SPEED FURY","0037768",80,0,0,0,0,0,0,0,"김철호","Kim Cheol Ho","080434","부산경남","한국",1,"김지열","Kim Ji Yeol",113127,1.6,"R1~50","국4등급",42,20191027,"일요일",1300,"일반",3,80.4,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"김재섭","Kim Jae Sub","070106","건조 (4%)","맑음",53.5,"503(+2)",3.8,"연령오픈",
3,67.3,4,54.6,6,42.1,6,30.3,6,8.3,8,0,0,13.8,8,13.8,0,13.4,26.1,38.6,24.3,22,8.3,"핸디캡",0,0,0,34200000,12600000,7800000,3000000,2400000,5,"1¾","대호질주","DAEHO JILJU","0039616",80,0,0,0,0,0,0,0,"진겸","Jin Kyum","080551","부산경남","한국",2,"고재완","Ko Jae Wan",105119,1.7,"R1~50","국4등급",47,20191027,"일요일",1300,"일반",3,80.7,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"백광열","Baik Kwang Yeol","070130","건조 (4%)","맑음",56,"482(+1)",5.4,"연령오픈",
3,67.3,3,54.5,3,42.1,5,30.2,5,8.2,4,0,0,13.7,4,13.7,0,13.5,26.3,38.7,24.3,22,8.2,"핸디캡",0,0,0,34200000,12600000,7800000,3000000,2400000,7,"½","탄젠트","TANGENT","0039331",80,0,0,0,0,0,0,0,"최시대","Choi Si Dae","080423","부산경남","한국",3,"곽영숙","Kwak Yeong Sook",112303,3.9,"R1~50","국4등급",38,20191027,"일요일",1300,"일반",3,80.8,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"이상영","Lee Sang Young","070141","건조 (4%)","맑음",51.5,"501(-2)",17.2,"연령오픈",
3,67.1,1,54,1,41.6,2,29.7,2,8.2,3,0,0,13.6,3,13.6,0,14,27.1,39.5,24.3,21.5,8.2,"핸디캡",0,0,0,34200000,12600000,7800000,3000000,2400000,6,2,"원더풀컨트리","WONDERFUL COUNTRY","0038469",80,0,0,0,0,0,0,0,"이효식","Lee Hyo Sik","080564","부산경남","한국",4,"지대섭","Chi Dae Sub","010498",1.2,"R1~50","국4등급",49,20191027,"일요일",1300,"일반",3,81.1,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"김영관","Kim Young Kwan","070123","건조 (4%)","맑음",57,"547(-3)",2.1,"연령오픈",
3,67.9,6,55.2,7,42.7,8,30.5,7,8.3,6,0,0,13.8,6,13.8,0,13.3,26,38.5,24.7,22.2,8.3,"핸디캡",0,0,0,34200000,12600000,7800000,3000000,2400000,3,"½","영광의치얼스","YEONGGWANGUI CHEER","0039481",80,0,0,0,0,0,0,0,"유현명","You Hyun Myung","080376","부산경남","한국",5,"변창덕","Byun Chang Duck",110048,3.2,"R1~50","국4등급",45,20191027,"일요일",1300,"일반",3,81.2,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"토마스","Thomas Gillespie","070194","건조 (4%)","맑음",55,"472(+4)",17.6,"연령오픈",
3,67.5,5,54.1,2,41.6,3,29.7,3,8.1,2,0,0,13.5,1,13.5,0,14.6,28,40.5,24.4,21.6,8.1,"핸디캡",0,0,0,34200000,12600000,7800000,3000000,2400000,11,5,"투투터보","TWO TWO TURBO","0039592",80,0,0,0,0,0,0,0,"정도윤","Jung Do Yun","080565","부산경남","한국",6,"강용익","Kang Yong Ik",105137,6,"R1~50","국4등급",38,20191027,"일요일",1300,"일반",3,82.1,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"강형곤","Kang Hyoung Gon","070134","건조 (4%)","맑음",52,"441(+5)",45.8,"연령오픈",
4,68.6,7,55.5,9,43,10,30.8,10,8.3,9,0,0,13.8,9,13.8,0,14.1,27.2,39.7,24.7,22.5,8.3,"핸디캡",0,0,0,34200000,12600000,7800000,3000000,2400000,10,4,"뉴퀸","NEW QUEEN","0037771",80,0,0,0,0,0,0,0,"정동철","Jeong Dong Cheol","080482","부산경남","한국",7,"박평양","Park Pyung Yang",106045,6.1,"R1~50","국4등급",45,20191027,"일요일",1300,"일반",3,82.7,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"양귀선","Yang Kui Sun","070125","건조 (4%)","맑음",53.5,"493(-3)",51.4,"연령오픈",
3,68.9,8,55.3,8,42.6,7,30.6,8,8.5,11,0,0,14.1,11,14.1,0,14.5,28.1,40.8,24.7,22.1,8.5,"핸디캡",0,0,0,34200000,12600000,7800000,3000000,2400000,12,4,"예스페어","YES FAIR","0043379",80,0,0,0,0,0,0,0,"송경윤","Song Kyeong Yun","080421","부산경남","호주",8,"백용덕","Baek Yong Dok",118028,3.4,"R1~50","국4등급",39,20191027,"일요일",1300,"일반",3,83.4,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"민장기","Min Jang Gi","070136","건조 (4%)","맑음",52,"467(-1)",28.7,"연령오픈",
4,69.1,10,55.7,10,43,9,30.7,9,8.5,10,0,0,14.1,10,14.1,0,14.4,27.8,40.5,25,22.2,8.5,"핸디캡",0,0,0,34200000,12600000,7800000,3000000,2400000,9,"¾","대동기상","DAEDONG GISANG","0037984",80,0,0,0,0,0,0,0,"이희천","Lee Hee Cheon","080395","부산경남","한국",9,"배삼성","Bae Sam-Seong",113113,13.6,"R1~50","국4등급",36,20191027,"일요일",1300,"일반",3,83.5,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"김길중","Kim Gil Jung","070126","건조 (4%)","맑음",52,"435(-8)",68.8,"연령오픈",
2,69,9,54.6,5,41.6,1,29.6,1,8.1,1,0,0,13.6,2,13.6,0,15.6,30,43,25,21.5,8.1,"핸디캡",0,0,0,34200000,12600000,7800000,3000000,2400000,2,6,"슈퍼산타","SUPER SANTA","0041908",80,0,0,0,0,0,0,0,"김혜선","Kim Hye Sun","080456","부산경남","미국",10,"배은정","Bae Eun Jeong",214708,3.1,"R1~50","국4등급",38,20191027,"일요일",1300,"일반",3,84.6,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"권승주","Kwon Sung Ju","070086","건조 (4%)","맑음",52,"503(+3)",8.6,"연령오픈",
4,70.8,11,57.1,11,44,11,31,11,8.3,7,0,0,13.8,7,13.8,0,14.2,27.9,41,26.1,22.7,8.3,"핸디캡",0,0,0,34200000,12600000,7800000,3000000,2400000,4,2,"파크미니스터","PARK MINISTER","0037560",80,0,0,0,0,0,0,0,"조창욱","Jo Chang Wook","080411","부산경남","한국",11,"최상일","Choi Sang Il",105113,12,"R1~50","국4등급",42,20191027,"일요일",1300,"일반",3,85,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"강은석","Kang Eun Seok","070223","건조 (4%)","맑음",52,"482(+19)",98,"연령오픈",
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"핸디캡",0,0,0,34200000,12600000,7800000,3000000,2400000,8,"-","서강대로","SEOGANGDAERO","0035537",80,0,0,0,0,0,0,0,"김태경","Kim Tae Kyung","080296","부산경남","한국",95,"정광화","Jung Kwang Hwa",104074,0,"R1~50","국4등급",38,20191027,"일요일",1300,"일반",3,0,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"오문식","OH MOON SIK","070112","건조 (4%)","맑음",52,"0()",0,"연령오픈",
3,73.9,2,61.4,5,49,5,36.6,5,0,0,0,0,13.9,4,13.9,0,13.3,25.8,38.2,24.8,22.7,0,"핸디캡",0,0,0,42750000,15750000,9750000,3750000,3000000,5,"-","굿댄서","GOOD DANCER","0038658",80,0,0,0,0,0,0,0,"채상현","Chae Sang Hyun","080532","부산경남","한국",1,"정영식","Jeong Young Sik",104154,1,"R1~65","국3등급",59,20191027,"일요일",1400,"일반",4,87.2,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"라이스","Bart Rice","070186","건조 (4%)","맑음",54.5,"476(-1)",1.5,"연령오픈",
6,73.7,1,60.9,1,48.5,1,36.2,1,0,0,0,0,13.7,1,13.7,0,13.8,26.6,39,24.7,22.5,0,"핸디캡",0,0,0,42750000,15750000,9750000,3750000,3000000,2,"1½","스마트젠틀맨","SMART GENTLEMAN","0033774",80,0,0,0,0,0,0,0,"요아니스","Ioannis Poullis","080591","부산경남","한국",2,"부건영","Bu Gun Young",104079,16.5,"R1~65","국3등급",61,20191027,"일요일",1400,"일반",4,87.5,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"강형곤","Kang Hyoung Gon","070134","건조 (4%)","맑음",55.5,"524(-5)",124.3,"연령오픈",
3,74,3,61.1,2,48.6,3,36.3,3,0,0,0,0,13.7,3,13.7,0,13.8,26.7,39.2,24.8,22.6,0,"핸디캡",0,0,0,42750000,15750000,9750000,3750000,3000000,8,"1¾","영광의포스","YEONGGWANGUIFORCE","0039343",80,0,0,0,0,0,0,0,"정동철","Jeong Dong Cheol","080482","부산경남","한국",3,"변창덕","Byun Chang Duck",110048,1.6,"R1~65","국3등급",63,20191027,"일요일",1400,"일반",4,87.8,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"임금만","Lim Keum Man","070128","건조 (4%)","맑음",56.5,"488()",6.2,"연령오픈",
4,74.5,5,61.7,6,49.1,6,36.9,7,0,0,0,0,14.2,7,14.2,0,13.8,26.6,39.2,24.8,22.7,0,"핸디캡",0,0,0,42750000,15750000,9750000,3750000,3000000,7,3,"영천히어로","YEONGCHEON HERO","0037997",80,0,0,0,0,0,0,0,"진겸","Jin Kyum","080551","부산경남","한국",4,"이종훈","Lee Jong Hun",105127,1.7,"R1~65","국3등급",59,20191027,"일요일",1400,"일반",4,88.3,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"백광열","Baik Kwang Yeol","070130","건조 (4%)","맑음",54.5,"534(+1)",9,"연령오픈",
3,74.5,6,61.2,3,48.6,2,36.2,2,0,0,0,0,13.7,2,13.7,0,13.9,27.2,39.8,25,22.5,0,"핸디캡",0,0,0,42750000,15750000,9750000,3750000,3000000,3,"½","영광의시대","YEONGGWANGUI SIDAE","0038675",80,0,0,0,0,0,0,0,"유현명","You Hyun Myung","080376","부산경남","한국",5,"변창덕","Byun Chang Duck",110048,2.4,"R1~65","국3등급",51,20191027,"일요일",1400,"일반",4,88.4,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"토마스","Thomas Gillespie","070194","건조 (4%)","맑음",51,"515(+3)",9.5,"연령오픈",
7,75.5,9,63,10,50.3,10,37.9,10,0,0,0,0,14.9,10,14.9,0,13,25.5,38.2,25.1,23,0,"핸디캡",0,0,0,42750000,15750000,9750000,3750000,3000000,4,1,"백만돌이","BAENGMANDORI","0031374",80,0,0,0,0,0,0,0,"문중원","MUN JUNG WON","080397","부산경남","한국",6,"이완섭","Lee Wan Seop",112051,6.1,"R1~65","국3등급",59,20191027,"일요일",1400,"일반",4,88.5,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"임동창","Im Dong Chang","070138","건조 (4%)","맑음",54.5,"497(-1)",33.4,"연령오픈",
5,75,7,62,7,49.3,7,36.9,6,0,0,0,0,14,6,14,0,13.7,26.7,39.4,25.1,22.9,0,"핸디캡",0,0,0,42750000,15750000,9750000,3750000,3000000,10,1,"명신파워","MYEONGSIN POWER","0035430",80,0,0,0,0,0,0,0,"박재이","Park Jae I","080546","부산경남","한국",7,"고경현","Ko Kyung Hyun","065008",2.7,"R1~65","국3등급",54,20191027,"일요일",1400,"일반",4,88.7,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"양귀선","Yang Kui Sun","070125","건조 (4%)","맑음",52,"532(+4)",16.7,"연령오픈",
