"age","ageCond","buG1fAccTime","buG1fOrd","buG2fAccTime","buG2fOrd","buG3fAccTime","buG3fOrd","buG4fAccTime","buG4fOrd","buG6fAccTime","buG6fOrd","buG8fAccTime","buG8fOrd","buS1fAccTime","buS1fOrd","buS1fTime","bu_10_8fTime","bu_1fGTime","bu_2fGTime","bu_3fGTime","bu_4_2fTime","bu_6_4fTime","bu_8_6fTime","budam","buga1","buga2","buga3","chaksun1","chaksun2","chaksun3","chaksun4","chaksun5","chulNo","diffUnit","hrName","hrNameEn","hrNo","ilsu","jeG1fTime","jeG3fTime","jeS1fTime","je_1cTime","je_2cTime","je_3cTime","je_4cTime","jkName","jkNameEn","jkNo","meet","name","ord","owName","owNameEn","owNo","plcOdds","prizeCond","rank","rating","rcDate","rcDay","rcDist","rcName","rcNo","rcTime","seG1fAccTime","seG3fAccTime","seS1fAccTime","se_1cAccTime","se_2cAccTime","se_3cAccTime","se_4cAccTime","sex","sjG1fOrd","sjG3fOrd","sjS1fOrd","sj_1cOrd","sj_2cOrd","sj_3cOrd","sj_4cOrd","trName","trNameEn","trNo","track","weather","wgBudam","wgHr","winOdds","sexCond"
3,"연령오픈",49.1,1,37.1,1,25.1,2,0,0,0,0,0,0,13.8,1,13.8,0,12.7,24.7,36.7,23.3,0,0,"마령",0,0,0,15390000,5670000,3510000,1350000,1080000,7,"-","라이징퀸","RISING QUEEN","0030596",15,0,0,0,0,0,0,0,"김용근","Kim Yong Geun","080405","부산경남","한국",1,"신우철","Shin Woo Cheol",110056,2.1,"200점미만","국5",0,20140228,"금요일",1000,"일반",1,61.8,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"울즐리","Peter Wolsley","070156","포화 (15%)","맑음",53,"470(+4)",5.2,
3,"연령오픈",49.4,3,37.2,3,25.4,6,0,0,0,0,0,0,14.1,7,14.1,0,13.1,25.3,37.1,23.1,0,0,"마령",0,0,0,15390000,5670000,3510000,1350000,1080000,11,4,"바람탄","BARAM TAN","0029910",15,0,0,0,0,0,0,0,"박금만","PARK GEUM MAN","080408","부산경남","한국",2,"김정두","Kim Jung Du","065066",2.5,"200점미만","국5",0,20140228,"금요일",1000,"일반",1,62.5,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"임한","LIM HAN","070151","포화 (15%)","맑음",53,"460(-1)",15.7,
3,"연령오픈",49.4,2,37.3,5,25.3,4,0,0,0,0,0,0,14,5,14,0,13.1,25.2,37.2,23.3,0,0,"마령",0,0,0,15390000,5670000,3510000,1350000,1080000,10,"머리","마이걸","MY GIRL","0030394",15,0,0,0,0,0,0,0,"송경윤","Song Kyeong Yun","080421","부산경남","한국",3,"장성근","Jang Seong Geun",112045,1.7,"200점미만","국5",0,20140228,"금요일",1000,"일반",1,62.5,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"고홍석","Ko Hong Suk","070131","포화 (15%)","맑음",54,"490(-9)",4.6,
3,"연령오픈",49.5,4,37.2,2,25.2,3,0,0,0,0,0,0,13.9,3,13.9,0,13.3,25.6,37.6,23.3,0,0,"마령",0,0,0,15390000,5670000,3510000,1350000,1080000,6,"1¼","살아있네","SARAINNE","0030190",15,0,0,0,0,0,0,0,"김현중","Kim Hyun Joong","080501","부산경남","한국",4,"이시환","Lee Si Hwan",104069,1.4,"200점미만","국5",0,20140228,"금요일",1000,"일반",1,62.8,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"최기홍","Choi Ki Hong","070129","포화 (15%)","맑음",51,"441(+7)",3,
4,"연령오픈",49.7,5,37.4,6,25.4,5,0,0,0,0,0,0,14.2,8,14.2,0,13.1,25.4,37.4,23.2,0,0,"마령",0,0,0,15390000,5670000,3510000,1350000,1080000,3,"½","천지히어로","CHEONJI HERO","0027713",15,0,0,0,0,0,0,0,"다나카","TANAKA MASAKAZU","080516","부산경남","한국",5,"김준현","Kim Joon Hyun",106289,2.9,"200점미만","국5",0,20140228,"금요일",1000,"일반",1,62.8,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"하무선","Ha Mu Seon","070143","포화 (15%)","맑음",56,"433(+5)",15.4,
3,"연령오픈",50.8,7,38.2,7,26,9,0,0,0,0,0,0,14.2,9,14.2,0,13.1,25.7,37.9,24,0,0,"마령",0,0,0,15390000,5670000,3510000,1350000,1080000,9,6,"우승이지","USEUNGIJI","0030513",15,0,0,0,0,0,0,0,"김어수","Kim Eu Soo","080403","부산경남","한국",6,"춘강","Chun Gang",112021,1.5,"200점미만","국5",0,20140228,"금요일",1000,"일반",1,63.9,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"김길중","Kim Gil Jung","070126","포화 (15%)","맑음",53,"486(+7)",3.8,
3,"연령오픈",50.1,6,37.3,4,25.1,1,0,0,0,0,0,0,13.9,2,13.9,0,14.3,27.1,39.3,23.4,0,0,"마령",0,0,0,15390000,5670000,3510000,1350000,1080000,2,"2½","금포희망","GUMPO HUIMANG","0029633",15,0,0,0,0,0,0,0,"구민성","GU MIN SUNG","080374","부산경남","한국",7,"손병현","Son Byeong Hyeon",112005,10.7,"200점미만","국5",0,20140228,"금요일",1000,"일반",1,64.4,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"김창옥","Kim Chang Ok","070124","포화 (15%)","맑음",53,"457(+4)",55,
3,"연령오픈",51.1,8,38.5,8,25.8,7,0,0,0,0,0,0,14,4,14,0,13.3,25.9,38.6,24.5,0,0,"마령",0,0,0,15390000,5670000,3510000,1350000,1080000,5,"½","모닝스피드","MORNING SPEED","0029942",15,0,0,0,0,0,0,0,"이성재","Lee Sung Jae","080431","부산경남","한국",8,"김중길","Kim Jung Gil",105057,4.1,"200점미만","국5",0,20140228,"금요일",1000,"일반",1,64.4,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"오문식","OH MOON SIK","070112","포화 (15%)","맑음",55,"473(-3)",15.7,
3,"연령오픈",51.7,10,38.9,10,26.5,10,0,0,0,0,0,0,14.9,11,14.9,0,13.3,26.1,38.5,24,0,0,"마령",0,0,0,15390000,5670000,3510000,1350000,1080000,8,3,"드리우마","DEURIUMA","0029498",15,0,0,0,0,0,0,0,"설동복","SEOL DONG BOK","080420","부산경남","한국",9,"이종석","Lee Jong Seok",111078,21.6,"200점미만","국5",0,20140228,"금요일",1000,"일반",1,65,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"임한","LIM HAN","070151","포화 (15%)","맑음",53,"425(-8)",482.5,
3,"연령오픈",51.3,9,38.5,9,25.9,8,0,0,0,0,0,0,14,6,14,0,13.7,26.5,39.1,24.5,0,0,"마령",0,0,0,15390000,5670000,3510000,1350000,1080000,12,"½","오하이오걸","OHIO GIRL","0030831",15,0,0,0,0,0,0,0,"정동철","Jeong Dong Cheol","080482","부산경남","한국",10,"김원구","Kim Won Ku",104070,15.2,"200점미만","국5",0,20140228,"금요일",1000,"일반",1,65,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"강형곤","Kang Hyoung Gon","070134","포화 (15%)","맑음",53,"443(-5)",68.2,
