"age","ageCond","buG1fAccTime","buG1fOrd","buG2fAccTime","buG2fOrd","buG3fAccTime","buG3fOrd","buG4fAccTime","buG4fOrd","buG6fAccTime","buG6fOrd","buG8fAccTime","buG8fOrd","buS1fAccTime","buS1fOrd","buS1fTime","bu_10_8fTime","bu_1fGTime","bu_2fGTime","bu_3fGTime","bu_4_2fTime","bu_6_4fTime","bu_8_6fTime","budam","buga1","buga2","buga3","chaksun1","chaksun2","chaksun3","chaksun4","chaksun5","chulNo","diffUnit","hrName","hrNameEn","hrNo","ilsu","jeG1fTime","jeG3fTime","jeS1fTime","je_1cTime","je_2cTime","je_3cTime","je_4cTime","jkName","jkNameEn","jkNo","meet","name","ord","owName","owNameEn","owNo","plcOdds","prizeCond","rank","rating","rcDate","rcDay","rcDist","rcName","rcNo","rcTime","seG1fAccTime","seG3fAccTime","seS1fAccTime","se_1cAccTime","se_2cAccTime","se_3cAccTime","se_4cAccTime","sex","sjG1fOrd","sjG3fOrd","sjS1fOrd","sj_1cOrd","sj_2cOrd","sj_3cOrd","sj_4cOrd","trName","trNameEn","trNo","track","weather","wgBudam","wgHr","winOdds","sexCond"
3,"연령오픈",48.4,1,36.6,2,25.1,2,0,0,0,0,0,0,14.1,3,14.1,0,12.7,24.5,36,22.5,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,2,"-","바이오블루","BIO BLUE","0031958",50,0,0,0,0,0,0,0,"박금만","PARK GEUM MAN","080408","부산경남","한국",1,"이태희","Lee Tae Hui",111087,1.1,"R41~60","혼4등급",43,20150628,"일요일",1000,"일반",1,61.1,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"임금만","Lim Keum Man","070128","다습 (11%)","맑음",51,"497(-3)",2.5,
3,"연령오픈",48.6,3,36.6,3,25.1,3,0,0,0,0,0,0,14,1,14,0,13.1,25.1,36.6,22.6,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,10,3,"삼바스타","SAMBA STAR","0033004",50,0,0,0,0,0,0,0,"최시대","Choi Si Dae","080423","부산경남","미국",2,"고석주","Ko Suk Ju",105011,1.2,"R41~60","혼4등급",58,20150628,"일요일",1000,"일반",1,61.7,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"라이스","Bart Rice","070186","다습 (11%)","맑음",56,"459(-7)",2.7,
3,"연령오픈",48.6,2,36.6,1,25.1,1,0,0,0,0,0,0,14.1,2,14.1,0,13.1,25.1,36.6,22.5,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,1,"목","홀리강타","HOLY GANGTA","0034477",50,0,0,0,0,0,0,0,"유현명","You Hyun Myung","080376","부산경남","미국",3,"서귀포시축협","Seogwipo Chukhyup",105081,1.5,"R41~60","혼4등급",58,20150628,"일요일",1000,"일반",1,61.7,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"윤영훈","Youn Young Hun","070133","다습 (11%)","맑음",56,"501(+9)",3.3,
3,"연령오픈",49.2,4,37.3,5,25.6,5,0,0,0,0,0,0,14.2,5,14.2,0,12.7,24.6,36.3,23.1,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,6,"¾","폭풍전차","POKPUNG JEONCHA","0034769",50,0,0,0,0,0,0,0,"오야마","OYAMA NOBUYUKI","080540","부산경남","호주",4,"장재원","Jang Jae Won","065132",2.6,"R41~60","혼4등급",57,20150628,"일요일",1000,"일반",1,61.9,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"권승주","Kwon Sung Ju","070086","다습 (11%)","맑음",55.5,"503(+11)",14.4,
4,"연령오픈",50,8,38.2,9,26.3,9,0,0,0,0,0,0,14.9,10,14.9,0,12.2,24,35.9,23.3,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,4,"1½","미스히어로","MISS HERO","0032776",50,0,0,0,0,0,0,0,"송경윤","Song Kyeong Yun","080421","부산경남","미국",5,"곽종수","Kwak Jong Soo",104123,3.5,"R41~60","혼4등급",50,20150628,"일요일",1000,"일반",1,62.2,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"김남중","KIM NAM JUNG","070120","다습 (11%)","맑음",52,"465(+5)",36.8,
3,"연령오픈",50,9,38.2,10,26.4,10,0,0,0,0,0,0,14.8,9,14.8,0,12.3,24.1,35.9,23.4,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,3,"¾","원더풀캡틴","WONDERFUL CAPTAIN","0034431",50,0,0,0,0,0,0,0,"김태경","Kim Tae Kyung","080296","부산경남","일본",6,"김경도","Kim Gyeong Do",112300,10.3,"R41~60","혼4등급",54,20150628,"일요일",1000,"일반",1,62.3,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"한상복","HAN SANG BOK","070118","다습 (11%)","맑음",54,"460(-5)",67.7,
3,"연령오픈",49.5,6,37.6,6,26,8,0,0,0,0,0,0,14.4,7,14.4,0,12.8,24.7,36.3,23.2,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,9,"목","어메이징대지","AMAZING DAEJI","0034469",50,0,0,0,0,0,0,0,"김도현","Kim Do Hyun","080381","부산경남","미국",7,"한정협","Han Jung Hyup",104098,4.4,"R41~60","혼4등급",52,20150628,"일요일",1000,"일반",1,62.3,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"양귀선","Yang Kui Sun","070125","다습 (11%)","맑음",53,"488(-8)",40.8,
3,"연령오픈",49.5,5,37.2,4,25.6,4,0,0,0,0,0,0,14.2,4,14.2,0,13.2,25.5,37.1,23,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,5,2,"샤프아메리칸","SHARP AMERICAN","0033000",50,0,0,0,0,0,0,0,"조성곤","JO SUNG GON","080410","부산경남","미국",8,"이혜란","Lee Hae Lan",104102,5.5,"R41~60","혼4등급",51,20150628,"일요일",1000,"일반",1,62.7,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"이정표","Lee Jung Pyo","070132","다습 (11%)","맑음",52.5,"481(-2)",37.2,
3,"연령오픈",50,7,37.7,7,26,7,0,0,0,0,0,0,14.7,8,14.7,0,13,25.3,37,23,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,8,"1¾","데빌킹","DEVIL KING","0034760",50,0,0,0,0,0,0,0,"노조무","NOZOMU TOMIZAWA","080427","부산경남","호주",9,"김병호","Kim Byeong Ho",111088,17.3,"R41~60","혼4등급",53,20150628,"일요일",1000,"일반",1,63,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"김길중","Kim Gil Jung","070126","다습 (11%)","맑음",53.5,"471(+15)",126.5,
5,"연령오픈",50.1,10,37.8,8,25.8,6,0,0,0,0,0,0,14.2,6,14.2,0,13.3,25.6,37.6,23.6,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,7,2,"계림제왕","GYERIM JEWANG","0031199",50,0,0,0,0,0,0,0,"양영남","YANG YOUNG NAM","080384","부산경남","호주",10,"양국만","Yang Kuk Man",106049,8.1,"R41~60","혼4등급",60,20150628,"일요일",1000,"일반",1,63.4,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"장세한","Jang Se Han","070127","다습 (11%)","맑음",57,"526(+5)",79.8,
