"age","buG1fAccTime","buG1fOrd","buG2fAccTime","buG2fOrd","buG3fAccTime","buG3fOrd","buG4fAccTime","buG4fOrd","buG6fAccTime","buG6fOrd","buG8fAccTime","buG8fOrd","buS1fAccTime","buS1fOrd","buS1fTime","bu_10_8fTime","bu_1fGTime","bu_2fGTime","bu_3fGTime","bu_4_2fTime","bu_6_4fTime","bu_8_6fTime","buga1","buga2","buga3","chaksun1","chaksun2","chaksun3","chaksun4","chaksun5","chulNo","diffUnit","hrName","hrNameEn","hrNo","ilsu","jeG1fTime","jeG3fTime","jeS1fTime","je_1cTime","je_2cTime","je_3cTime","je_4cTime","jkName","jkNameEn","jkNo","meet","name","ord","owName","owNameEn","owNo","plcOdds","rating","rcDate","rcDay","rcNo","rcTime","seG1fAccTime","seG3fAccTime","seS1fAccTime","se_1cAccTime","se_2cAccTime","se_3cAccTime","se_4cAccTime","sex","sjG1fOrd","sjG3fOrd","sjS1fOrd","sj_1cOrd","sj_2cOrd","sj_3cOrd","sj_4cOrd","trName","trNameEn","trNo","weather","wgBudam","wgHr","winOdds","ageCond","budam","prizeCond","rank","rcDist","rcName","track","sexCond"
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"-","조스피자도우","JOE'S PIZZA DOUGH","0032831",0,0,0,0,0,0,0,0,"후지이","KANICHIRO FUJII","080498","부산경남","미국",99,"조태만","Cho Tae Man",105010,0,0,20140420,"일요일",1,0,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"민장기","Min Jang Gi","070136","-",54,"0()",9999.9,,,,,,,,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-","여왕벌","YEOWANGBEOL","0029204",0,0,0,0,0,0,0,0,"김태경","Kim Tae Kyung","080296","부산경남","캐나다",99,"강남연","Kang Nam Yeon",106230,0,0,20140420,"일요일",1,0,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"장세한","Jang Se Han","070127","-",55,"0()",9999.9,,,,,,,,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"-","켄터키영웅","KENTUKEY YEONGUNG","0029337",0,0,0,0,0,0,0,0,"박금만","PARK GEUM MAN","080408","부산경남","미국",99,"임병효","Lim Byung Hyo",104134,0,0,20140420,"일요일",1,0,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"임금만","Lim Keum Man","070128","-",56,"0()",9.9,,,,,,,,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"-","앰버고","AMBER GO","0030005",0,0,0,0,0,0,0,0,"유현명","You Hyun Myung","080376","부산경남","한국",99,"최종복","Choi Jong Bok","065126",0,0,20140420,"일요일",1,0,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"김재섭","Kim Jae Sub","070106","-",53,"0()",5,,,,,,,,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"-","양키드림","YANKEE DREAM","0030210",0,0,0,0,0,0,0,0,"홀랜드","Darryll Paul Holland","080508","부산경남","한국",99,"변공민","Byun Gong Min",104078,0,0,20140420,"일요일",1,0,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"한상복","HAN SANG BOK","070118","-",54,"0()",9999.9,,,,,,,,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"-","노블자이언트","NOBLE GIANT","0032699",0,0,0,0,0,0,0,0,"다나카","TANAKA MASAKAZU","080516","부산경남","미국",99,"이상일","LEE SANG IL",106090,0,0,20140420,"일요일",1,0,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"유충열","YU CHUNG YEOL","070139","-",54,"0()",1.1,,,,,,,,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"-","마페오바르베리니","MAFFEO BARBERINI","0032702",0,0,0,0,0,0,0,0,"조창욱","Jo Chang Wook","080411","부산경남","미국",99,"이본희","Lee Bon Hee",106047,0,0,20140420,"일요일",1,0,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"방동석","Bang Dong Suk","070142","-",54,"0()",9999.9,,,,,,,,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"-","영웅천하","YEONGUNG CHEONHA","0032793",0,0,0,0,0,0,0,0,"최시대","Choi Si Dae","080423","부산경남","미국",99,"김재윤","Kim Jae Yoon",106231,0,0,20140420,"일요일",1,0,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"문제복","MUN JE BOK","070140","-",54,"0()",24.8,,,,,,,,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"-","솟아라","SOSARA","0032870",0,0,0,0,0,0,0,0,"송경윤","Song Kyeong Yun","080421","부산경남","미국",99,"이정원","Lee Jung Won",105128,0,0,20140420,"일요일",1,0,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"조용배","Cho Yong Bae","070137","-",53,"0()",9999.9,,,,,,,,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"-","스테이스트롱","STAY STRONG","0032905",0,0,0,0,0,0,0,0,"김남성","KIM NAM SUNG","080400","부산경남","미국",99,"이시환","Lee Si Hwan",104069,0,0,20140420,"일요일",1,0,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"하무선","Ha Mu Seon","070143","-",53,"0()",9999.9,,,,,,,,
