"age","ageCond","buG1fAccTime","buG1fOrd","buG2fAccTime","buG2fOrd","buG3fAccTime","buG3fOrd","buG4fAccTime","buG4fOrd","buG6fAccTime","buG6fOrd","buG8fAccTime","buG8fOrd","buS1fAccTime","buS1fOrd","buS1fTime","bu_10_8fTime","bu_1fGTime","bu_2fGTime","bu_3fGTime","bu_4_2fTime","bu_6_4fTime","bu_8_6fTime","budam","buga1","buga2","buga3","chaksun1","chaksun2","chaksun3","chaksun4","chaksun5","chulNo","diffUnit","hrName","hrNameEn","hrNo","ilsu","jeG1fTime","jeG3fTime","jeS1fTime","je_1cTime","je_2cTime","je_3cTime","je_4cTime","jkName","jkNameEn","jkNo","meet","name","ord","owName","owNameEn","owNo","plcOdds","prizeCond","rank","rating","rcDate","rcDay","rcDist","rcName","rcNo","rcTime","seG1fAccTime","seG3fAccTime","seS1fAccTime","se_1cAccTime","se_2cAccTime","se_3cAccTime","se_4cAccTime","sex","sjG1fOrd","sjG3fOrd","sjS1fOrd","sj_1cOrd","sj_2cOrd","sj_3cOrd","sj_4cOrd","trName","trNameEn","trNo","track","weather","wgBudam","wgHr","winOdds","sexCond"
2,"연령오픈",60.5,1,47.2,1,36.3,1,24.6,1,0,0,0,0,13.6,1,13.6,0,13.5,26.8,37.7,22.6,24.6,0,"별정A",0,0,0,7260000,5060000,3960000,3080000,2640000,4,"-","마하타이탄","MACH TITAN","0043191",38,0,0,0,0,0,0,0,"최시대","Choi Si Dae","080423","부산경남","한국",1,"문상후","Moon Sang Foo",201269,1.1,"R0~0","국6등급",0,20201031,"토요일",1200,"일반",1,74,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"권승주","Kwon Sung Ju","070086","건조 (3%)","맑음",55,"484(+1)",1.6,
3,"연령오픈",61.6,2,48.4,4,37.1,4,25,4,0,0,0,0,13.8,4,13.8,0,13.4,26.6,37.9,23.4,25,0,"별정A",0,0,0,7260000,5060000,3960000,3080000,2640000,3,6,"비스틀리","BEASTLY","0041314",38,0,0,0,0,0,0,0,"요아니스","Ioannis Poullis","080591","부산경남","한국",2,"임두순","Lim Doo Soon",112013,1.2,"R0~0","국6등급",0,20201031,"토요일",1200,"일반",1,75,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"라이스","Bart Rice","070186","건조 (3%)","맑음",56,"507(+9)",4.3,
2,"연령오픈",61.9,3,47.7,2,36.8,2,24.9,3,0,0,0,0,13.8,3,13.8,0,14.4,28.6,39.5,22.8,24.9,0,"별정A",0,0,0,7260000,5060000,3960000,3080000,2640000,2,7,"닥터자이언츠","DOCTOR GIANTS","0042894",38,0,0,0,0,0,0,0,"정동철","Jeong Dong Cheol","080482","부산경남","한국",3,"권혁희","Kwon Hyeok Hui",117002,16.3,"R0~0","국6등급",0,20201031,"토요일",1200,"일반",1,76.3,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"백광열","Baik Kwang Yeol","070130","건조 (3%)","맑음",55,"470(+18)",85.8,
2,"연령오픈",62.6,4,48.8,5,37.9,7,25.5,6,0,0,0,0,14,6,14,0,13.8,27.6,38.5,23.3,25.5,0,"별정A",0,0,0,7260000,5060000,3960000,3080000,2640000,1,"¾","백풍","BAEK PUNG","0042288",38,0,0,0,0,0,0,0,"페로비치","Djordje Perovic","080542","부산경남","한국",4,"정형철","Jung Hyung Chul",106084,1.1,"R0~0","국6등급",0,20201031,"토요일",1200,"일반",1,76.4,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"울즐리","Peter Wolsley","070156","건조 (3%)","맑음",55,"497(+9)",3.4,
2,"연령오픈",62.7,6,49,7,37.2,5,25,5,0,0,0,0,13.8,5,13.8,0,13.7,27.4,39.2,24,25,0,"별정A",0,0,0,7260000,5060000,3960000,3080000,2640000,9,"머리","동남불패","DONGNAM BULPAE","0042563",38,0,0,0,0,0,0,0,"김동영","Kim Dong Young","080401","부산경남","한국",5,"최상배","Choi Sang Bae",111076,33.5,"R0~0","국6등급",0,20201031,"토요일",1200,"일반",1,76.4,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"윤영훈","Youn Young Hun","070133","건조 (3%)","맑음",55,"481(+2)",444,
2,"연령오픈",62.6,5,48.1,3,36.8,3,24.7,2,0,0,0,0,13.7,2,13.7,0,14.5,29,40.3,23.4,24.7,0,"별정A",0,0,0,7260000,5060000,3960000,3080000,2640000,7,4,"소리태풍","SORI TAEPUNG","0042439",38,0,0,0,0,0,0,0,"조인권","Jo In Kwon","080438","부산경남","한국",6,"이남일","Lee Nam Il","065082",4.2,"R0~0","국6등급",0,20201031,"토요일",1200,"일반",1,77.1,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"강형곤","Kang Hyoung Gon","070134","건조 (3%)","맑음",55,"469(+17)",104.3,
2,"연령오픈",64,8,50.5,12,39,13,26.3,13,0,0,0,0,14.5,11,14.5,0,13.1,26.6,38.1,24.2,26.3,0,"별정A",0,0,0,7260000,5060000,3960000,3080000,2640000,11,"머리","리치카우보이","RICH COWBOY","0042655",38,0,0,0,0,0,0,0,"최은경","Choi Eun Gyeong","080566","부산경남","한국",7,"이광림","Lee Kwang Lim","065102",11.3,"R0~0","국6등급",0,20201031,"토요일",1200,"일반",1,77.1,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"안우성","An Woo Sung","070180","건조 (3%)","맑음",53,"425(+2)",95.7,
2,"연령오픈",63.1,7,48.9,6,37.8,6,25.8,11,0,0,0,0,14.4,10,14.4,0,14.4,28.6,39.7,23.1,25.8,0,"별정A",0,0,0,7260000,5060000,3960000,3080000,2640000,13,2,"별이뜨네","BYEOLI TTEUNE","0042158",38,0,0,0,0,0,0,0,"이희천","Lee Hee Cheon","080395","부산경남","한국",8,"류주영","Ryu Ju Yeong",112004,47.6,"R0~0","국6등급",0,20201031,"토요일",1200,"일반",1,77.5,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"울즐리","Peter Wolsley","070156","건조 (3%)","맑음",53,"479(-3)",168.3,
3,"연령오픈",64.1,11,50.2,11,38.2,9,25.6,9,0,0,0,0,14.2,9,14.2,0,13.8,27.7,39.7,24.6,25.6,0,"별정A",0,0,0,7260000,5060000,3960000,3080000,2640000,10,"2½","인디퀸","INDY QUEEN","0040467",38,0,0,0,0,0,0,0,"조창욱","Jo Chang Wook","080411","부산경남","한국",9,"범한산업","Bumhan Industries Co.",106114,1.7,"R0~0","국6등급",0,20201031,"토요일",1200,"일반",1,77.9,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"강형곤","Kang Hyoung Gon","070134","건조 (3%)","맑음",54,"428(+14)",28.4,
2,"연령오픈",64.1,9,49.8,9,38.5,11,25.8,10,0,0,0,0,14.6,12,14.6,0,14.7,29,40.3,24,25.8,0,"별정A",0,0,0,7260000,5060000,3960000,3080000,2640000,12,5,"뜨거운만남","TTEUGEOUN MANNAM","0042087",38,0,0,0,0,0,0,0,"정우주","Jeong Woo Ju","080588","부산경남","한국",10,"정광화","Jung Kwang Hwa",104074,26,"R0~0","국6등급",0,20201031,"토요일",1200,"일반",1,78.8,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"오문식","OH MOON SIK","070112","건조 (3%)","맑음",53,"509(-5)",169.4,
