"age","ageCond","buG1fAccTime","buG1fOrd","buG2fAccTime","buG2fOrd","buG3fAccTime","buG3fOrd","buG4fAccTime","buG4fOrd","buG6fAccTime","buG6fOrd","buG8fAccTime","buG8fOrd","buS1fAccTime","buS1fOrd","buS1fTime","bu_10_8fTime","bu_1fGTime","bu_2fGTime","bu_3fGTime","bu_4_2fTime","bu_6_4fTime","bu_8_6fTime","budam","buga1","buga2","buga3","chaksun1","chaksun2","chaksun3","chaksun4","chaksun5","chulNo","diffUnit","hrName","hrNameEn","hrNo","ilsu","jeG1fTime","jeG3fTime","jeS1fTime","je_1cTime","je_2cTime","je_3cTime","je_4cTime","jkName","jkNameEn","jkNo","meet","name","ord","owName","owNameEn","owNo","plcOdds","prizeCond","rank","rating","rcDate","rcDay","rcDist","rcName","rcNo","rcTime","seG1fAccTime","seG3fAccTime","seS1fAccTime","se_1cAccTime","se_2cAccTime","se_3cAccTime","se_4cAccTime","sex","sjG1fOrd","sjG3fOrd","sjS1fOrd","sj_1cOrd","sj_2cOrd","sj_3cOrd","sj_4cOrd","trName","trNameEn","trNo","track","weather","wgBudam","wgHr","winOdds","sexCond"
3,"연령오픈",68,1,55.4,1,43.1,1,31.2,1,8.2,1,0,0,13.9,1,13.9,0,13.6,26.2,38.5,24.2,23,8.2,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,9,"-","킹더로드","KING THE ROAD","0037029",80,0,0,0,0,0,0,0,"조인권","Jo In Kwon","080438","부산경남","한국",1,"손병철","Son Boing Choul",110058,1.3,"R1~35","국5등급",33,20181028,"일요일",1300,"일반",1,81.6,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"김병학","Kim Byung Hak","070121","양호 (7%)","맑음",54.5,"456(+9)",3.5,
2,"연령오픈",68.2,2,55.6,4,43.3,5,31.4,5,8.5,5,0,0,14.1,4,14.1,0,13.5,26.1,38.4,24.2,22.9,8.5,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,8,"머리","프리시드","PRECEDE","0038655",80,0,0,0,0,0,0,0,"정도윤","Jung Do Yun","080565","부산경남","한국",2,"김종업","Kim Jong Eop",112008,1.2,"R1~35","국5등급",30,20181028,"일요일",1300,"일반",1,81.7,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"김영관","Kim Young Kwan","070123","양호 (7%)","맑음",53.5,"516(-1)",2.9,
3,"연령오픈",68.3,4,55.6,3,43.3,4,31.4,4,8.6,7,0,0,14.3,5,14.3,0,13.8,26.5,38.8,24.2,22.8,8.6,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,2,"2½","아델의신","ADELEUI SIN","0037586",80,0,0,0,0,0,0,0,"최시대","Choi Si Dae","080423","부산경남","한국",3,"이종훈","Lee Jong Hun",105127,1.2,"R1~35","국5등급",30,20181028,"일요일",1300,"일반",1,82.1,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"민장기","Min Jang Gi","070136","양호 (7%)","맑음",54.5,"508(-2)",2.5,
3,"연령오픈",68.3,3,55.4,2,43.1,2,31.2,2,8.4,2,0,0,14.1,3,14.1,0,14.2,27.1,39.4,24.2,22.8,8.4,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,3,2,"트리플실버","TRIPLE SILVER","0037146",80,0,0,0,0,0,0,0,"유현명","You Hyun Myung","080376","부산경남","한국",4,"백진희","Baek Jin Hui",111085,3,"R1~35","국5등급",28,20181028,"일요일",1300,"일반",1,82.5,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"하무선","Ha Mu Seon","070143","양호 (7%)","맑음",53.5,"517()",14.7,
4,"연령오픈",69.5,6,56.9,8,44.5,9,32.2,10,8.7,9,0,0,14.7,9,14.7,0,13.2,25.8,38.2,24.7,23.5,8.7,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,6,"1¼","온누리강자","ONNURI GANGJA","0035638",80,0,0,0,0,0,0,0,"전진구","Jeon Jin Gu","080580","부산경남","한국",5,"이용우","Lee Yong Uh",104139,6.5,"R1~35","국5등급",21,20181028,"일요일",1300,"일반",1,82.7,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"조용배","Cho Yong Bae","070137","양호 (7%)","맑음",51,"485(-2)",78.6,
3,"연령오픈",69.2,5,56.1,5,43.3,3,31.4,3,8.6,6,0,0,14.1,2,14.1,0,14.3,27.4,40.2,24.7,22.8,8.6,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,1,5,"오션피닉스","OCEAN PHOENIX","0037749",80,0,0,0,0,0,0,0,"다실바","Francisco Da Silva","080568","부산경남","한국",6,"문경숙","MUN KYUNG SOOK",106068,2.3,"R1~35","국5등급",30,20181028,"일요일",1300,"일반",1,83.5,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"안우성","An Woo Sung","070180","양호 (7%)","맑음",53,"492(+5)",10.9,
6,"연령오픈",70,7,56.7,7,44,7,31.8,6,8.6,8,0,0,14.5,8,14.5,0,13.6,26.9,39.6,24.9,23.2,8.6,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,10,"½","매력덩어리","MAERYEOK DEONGEORI","0033010",80,0,0,0,0,0,0,0,"조상범","Jo Sang Beom","080533","부산경남","미국",7,"이광열","Lee Kwang Youl",104159,8.2,"R1~35","국5등급",35,20181028,"일요일",1300,"일반",1,83.6,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"이정표","Lee Jung Pyo","070132","양호 (7%)","맑음",55,"476(+2)",71.2,
4,"연령오픈",70.4,9,57.5,10,44.6,10,32.1,8,8.5,4,0,0,14.5,7,14.5,0,13.6,26.5,39.4,25.4,23.6,8.5,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,5,"2½","가오","GAO","0035904",80,0,0,0,0,0,0,0,"유광희","Lyu Gwang Hee","080483","부산경남","한국",8,"김봉겸","Kim Bong Gyum",104148,5.8,"R1~35","국5등급",27,20181028,"일요일",1300,"일반",1,84,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"한상복","HAN SANG BOK","070118","양호 (7%)","맑음",53,"484(+8)",57.3,
4,"연령오픈",70.1,8,56.4,6,43.9,6,32.1,9,9.2,10,0,0,15,10,15,0,15,28.7,41.2,24.3,22.9,9.2,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,7,6,"벙글벙글","BEONGGEULBEONGGEUL","0035934",80,0,0,0,0,0,0,0,"김어수","Kim Eu Soo","080403","부산경남","한국",9,"안규생","An Gyu Saeng",109149,7.9,"R1~35","국5등급",31,20181028,"일요일",1300,"일반",1,85.1,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"최기홍","Choi Ki Hong","070129","양호 (7%)","맑음",53.5,"502(-11)",94.9,
4,"연령오픈",70.8,10,57.2,9,44.3,8,32,7,8.5,3,0,0,14.5,6,14.5,0,14.5,28.1,41,25.2,23.5,8.5,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,4,1,"텍사스퀸","TEXAS QUEEN","0035703",80,0,0,0,0,0,0,0,"김태경","Kim Tae Kyung","080296","부산경남","한국",10,"유효일","Yu Hyo Il",106178,23.8,"R1~35","국5등급",21,20181028,"일요일",1300,"일반",1,85.3,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"윤영훈","Youn Young Hun","070133","양호 (7%)","맑음",52,"465(-11)",150.2,
