"age","ageCond","buG1fAccTime","buG1fOrd","buG2fAccTime","buG2fOrd","buG3fAccTime","buG3fOrd","buG4fAccTime","buG4fOrd","buG6fAccTime","buG6fOrd","buG8fAccTime","buG8fOrd","buS1fAccTime","buS1fOrd","buS1fTime","bu_10_8fTime","bu_1fGTime","bu_2fGTime","bu_3fGTime","bu_4_2fTime","bu_6_4fTime","bu_8_6fTime","budam","buga1","buga2","buga3","chaksun1","chaksun2","chaksun3","chaksun4","chaksun5","chulNo","diffUnit","hrName","hrNameEn","hrNo","ilsu","jeG1fTime","jeG3fTime","jeS1fTime","je_1cTime","je_2cTime","je_3cTime","je_4cTime","jkName","jkNameEn","jkNo","meet","name","ord","owName","owNameEn","owNo","plcOdds","prizeCond","rank","rating","rcDate","rcDay","rcDist","rcName","rcNo","rcTime","seG1fAccTime","seG3fAccTime","seS1fAccTime","se_1cAccTime","se_2cAccTime","se_3cAccTime","se_4cAccTime","sex","sexCond","sjG1fOrd","sjG3fOrd","sjS1fOrd","sj_1cOrd","sj_2cOrd","sj_3cOrd","sj_4cOrd","trName","trNameEn","trNo","track","weather","wgBudam","wgHr","winOdds"
3,"연령오픈",60.3,1,48.4,1,36.5,1,24.6,1,0,0,0,0,13.5,1,13.5,0,13.4,25.3,37.2,23.8,24.6,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,3,"-","금아패셔너트","GEUMA PASSIONATE","0044425",58,0,0,0,0,0,0,0,"유현명","You Hyun Myung","080376","부산경남","한국",1,"금아산업(주)","Kuem A Industry Co Ltd",117038,1.1,"R0~0","국6등급",0,20220731,"일요일",1200,"일반",1,73.7,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"이상영","Lee Sang Young","070141","양호 (7%)","흐림",56,"493(+4)",1.6
3,"연령오픈",61.8,2,49.1,2,36.7,2,24.9,4,0,0,0,0,13.8,3,13.8,0,13.5,26.2,38.6,24.2,24.9,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,1,9,"라우드컬러","LOUD COLOR","0044640",58,0,0,0,0,0,0,0,"송경윤","Song Kyeong Yun","080421","부산경남","한국",2,"하늬바람","Ha Nui Ba Ram",117054,3.1,"R0~0","국6등급",0,20220731,"일요일",1200,"일반",1,75.3,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"구영준","Koo Young Jun","070176","양호 (7%)","흐림",54,"477(+7)",12.9
3,"연령오픈",62.5,4,50,7,37.7,7,25.5,8,0,0,0,0,14,6,14,0,13.5,26,38.3,24.5,25.5,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,5,4,"토탈이클립스","TOTAL ECLIPSE","0044537",58,0,0,0,0,0,0,0,"채상현","Chae Sang Hyun","080532","부산경남","한국",3,"페가수스","Pegasus","065127",3.2,"R0~0","국6등급",0,20220731,"일요일",1200,"일반",1,76,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"울즐리","Peter Wolsley","070156","양호 (7%)","흐림",54,"464(+1)",15.1
3,"연령오픈",62.9,7,50.4,8,38.2,11,26.2,11,0,0,0,0,14.5,11,14.5,0,13.6,26.1,38.3,24.2,26.2,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,10,"2½","회자인구","HOEJAINGU","0044581",58,0,0,0,0,0,0,0,"다실바","Francisco Da Silva","080568","부산경남","한국",4,"하나레저","Hana Leisure",121058,6.6,"R0~0","국6등급",0,20220731,"일요일",1200,"일반",1,76.5,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"강형곤","Kang Hyoung Gon","070134","양호 (7%)","흐림",56,"517(-5)",30.9
3,"연령오픈",63,8,50.6,10,37.9,8,25.5,7,0,0,0,0,14.2,8,14.2,0,13.7,26.1,38.8,25.1,25.5,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,2,"1¼","더블탭","DOUBLE TAP","0044879",58,0,0,0,0,0,0,0,"모준호","Mo Jun Ho","080600","부산경남","한국",5,"이시돌협회","Isidore Farm",103012,7.5,"R0~0","국6등급",0,20220731,"일요일",1200,"일반",1,76.7,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"라이스","Bart Rice","070186","양호 (7%)","흐림",55,"460(-5)",36.4
3,"연령오픈",62.7,5,49.7,5,37.3,6,25.3,6,0,0,0,0,14,7,14,0,14.1,27.1,39.5,24.4,25.3,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,8,"½","특급캠프","TEUKGEUP CAMP","0043874",58,0,0,0,0,0,0,0,"박재이","Park Jae I","080546","부산경남","한국",6,"김지원","Kim Ji Won",112048,2,"R0~0","국6등급",0,20220731,"일요일",1200,"일반",1,76.8,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"민장기","Min Jang Gi","070136","양호 (7%)","흐림",56,"499(-3)",10.5
4,"연령오픈",62.4,3,49.2,3,36.7,3,24.7,3,0,0,0,0,13.7,2,13.7,0,14.5,27.7,40.2,24.5,24.7,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,9,1,"해가뜨고","HAEGA TTEUGO","0042902",58,0,0,0,0,0,0,0,"정우주","Jeong Woo Ju","080588","부산경남","한국",7,"류주영","Ryu Ju Yeong",112004,9.3,"R0~0","국6등급",0,20220731,"일요일",1200,"일반",1,76.9,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"토마스","Thomas Gillespie","070194","양호 (7%)","흐림",56,"506(+17)",70.9
3,"연령오픈",62.8,6,49.7,4,37.3,5,25.3,5,0,0,0,0,14,5,14,0,14.5,27.6,40,24.4,25.3,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,4,"2½","운주싹쓸이","UNJU SSAGSSEULI","0044263",58,0,0,0,0,0,0,0,"서승운","Seo Seung Un","080484","부산경남","한국",8,"부수선","Boo Soo Sun",118013,8,"R0~0","국6등급",0,20220731,"일요일",1200,"일반",1,77.3,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"민장기","Min Jang Gi","070136","양호 (7%)","흐림",54,"487(-6)",38.2
5,"연령오픈",63.1,9,50.4,9,38,9,26,10,0,0,0,0,14.2,10,14.2,0,14.4,27.1,39.5,24.4,26,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,11,"¾","배다리강호","BAEDARI GANGHO","0041428",58,0,0,0,0,0,0,0,"서강주","Seo Gang Ju","080605","부산경남","한국",9,"송한우","Song Han Woo",110050,2,"R0~0","국6등급",0,20220731,"일요일",1200,"일반",1,77.5,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"조용배","Cho Yong Bae","070137","양호 (7%)","흐림",52,"534(+2)",7.2
3,"연령오픈",63.8,10,50.7,11,38.1,10,25.9,9,0,0,0,0,14.2,9,14.2,0,14.7,27.8,40.4,24.8,25.9,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,6,6,"두유어베스트","DO YOUR BEST","0044086",58,0,0,0,0,0,0,0,"조인권","Jo In Kwon","080438","부산경남","한국",10,"신윤경","Shin Yoon Gyeong",112292,4.6,"R0~0","국6등급",0,20220731,"일요일",1200,"일반",1,78.5,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"김병학","Kim Byung Hak","070121","양호 (7%)","흐림",54,"509(+13)",39.9
3,"연령오픈",64.2,11,49.9,6,36.8,4,24.7,2,0,0,0,0,13.8,4,13.8,0,17.1,31.4,44.5,25.2,24.7,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,7,16,"심플칼릭스","SIMPLE KALIX","0044062",58,0,0,0,0,0,0,0,"페로비치","Djordje Perovic","080542","부산경남","한국",11,"우만식","Uh Man Sik",104087,2.1,"R0~0","국6등급",0,20220731,"일요일",1200,"일반",1,81.3,0,0,0,0,0,0,0,"거","오픈",0,0,0,0,0,0,0,"김영관","Kim Young Kwan","070123","양호 (7%)","흐림",56,"538(-2)",8.4
