"age","buG1fAccTime","buG1fOrd","buG2fAccTime","buG2fOrd","buG3fAccTime","buG3fOrd","buG4fAccTime","buG4fOrd","buG6fAccTime","buG6fOrd","buG8fAccTime","buG8fOrd","buS1fAccTime","buS1fOrd","buS1fTime","bu_10_8fTime","bu_1fGTime","bu_2fGTime","bu_3fGTime","bu_4_2fTime","bu_6_4fTime","bu_8_6fTime","buga1","buga2","buga3","chaksun1","chaksun2","chaksun3","chaksun4","chaksun5","chulNo","diffUnit","hrName","hrNameEn","hrNo","ilsu","jeG1fTime","jeG3fTime","jeS1fTime","je_1cTime","je_2cTime","je_3cTime","je_4cTime","jkName","jkNameEn","jkNo","meet","name","ord","owName","owNameEn","owNo","plcOdds","rating","rcDate","rcDay","rcNo","rcTime","seG1fAccTime","seG3fAccTime","seS1fAccTime","se_1cAccTime","se_2cAccTime","se_3cAccTime","se_4cAccTime","sex","sjG1fOrd","sjG3fOrd","sjS1fOrd","sj_1cOrd","sj_2cOrd","sj_3cOrd","sj_4cOrd","trName","trNameEn","trNo","weather","wgBudam","wgHr","winOdds","ageCond","budam","prizeCond","rank","rcDist","rcName","track","sexCond"
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"-","투투챌린저","TWO TWO CHALLENGER","0041276",0,0,0,0,0,0,0,0,"김철호","Kim Cheol Ho","080434","부산경남","한국",99,"강용익","Kang Yong Ik",105137,9999.9,0,20191129,"금요일",1,0,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"강형곤","Kang Hyoung Gon","070134","-",53,"0()",9999.9,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"-","블루엠버","BLUE EMBER","0040351",0,0,0,0,0,0,0,0,"정우주","Jeong Woo Ju","080588","부산경남","한국",99,"정영광","Jung Young Kwang",104117,9999.9,0,20191129,"금요일",1,0,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"안우성","An Woo Sung","070180","-",52,"0()",9999.9,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-","톱오브더걸","TOP OF THE GIRL","0040474",0,0,0,0,0,0,0,0,"요아니스","Ioannis Poullis","080591","부산경남","한국",99,"임교철","Lim Kyo Chul",114038,9999.9,0,20191129,"금요일",1,0,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"이정표","Lee Jung Pyo","070132","-",53,"0()",9999.9,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"-","해피요정","HAPPY YOJEONG","0040489",0,0,0,0,0,0,0,0,"다실바","Francisco Da Silva","080568","부산경남","한국",99,"변수정","Byeon Soo Jeong",112287,9999.9,0,20191129,"금요일",1,0,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"김보경","KIM BO KYUNG","070195","-",53,"0()",9999.9,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"-","오아시스걸","OASIS GIRL","0040743",0,0,0,0,0,0,0,0,"유현명","You Hyun Myung","080376","부산경남","한국",99,"유상호","Yoo Sang Ho",104103,9999.9,0,20191129,"금요일",1,0,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"토마스","Thomas Gillespie","070194","-",53,"0()",9999.9,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"-","대호아라","DAEHO ARA","0040784",0,0,0,0,0,0,0,0,"진겸","Jin Kyum","080551","부산경남","한국",99,"고재완","Ko Jae Wan",105119,9999.9,0,20191129,"금요일",1,0,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"백광열","Baik Kwang Yeol","070130","-",55,"0()",9999.9,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"-","에이스잭팟","ACE JACKPOT","0040795",0,0,0,0,0,0,0,0,"이효식","Lee Hyo Sik","080564","부산경남","한국",99,"정재훈","Jeong Jae Hun",111072,9999.9,0,20191129,"금요일",1,0,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"권승주","Kwon Sung Ju","070086","-",53,"0()",9999.9,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"-","자이언트파워","GIANT POWER","0040839",0,0,0,0,0,0,0,0,"정동철","Jeong Dong Cheol","080482","부산경남","한국",99,"강성호","Kang Sung Ho","065002",9999.9,0,20191129,"금요일",1,0,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"양귀선","Yang Kui Sun","070125","-",55,"0()",9999.9,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"-","마스터벨라","MASTER BELLA","0041350",0,0,0,0,0,0,0,0,"임기원","Lim Gi Won","080487","부산경남","한국",99,"문경숙","MUN KYUNG SOOK",106068,9999.9,0,20191129,"금요일",1,0,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"강은석","Kang Eun Seok","070223","-",53,"0()",9999.9,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"-","미녀검객","MINYEO GEOMGAEK","0041511",0,0,0,0,0,0,0,0,"최시대","Choi Si Dae","080423","부산경남","한국",99,"허도행","Heo Do Haeng",104127,9999.9,0,20191129,"금요일",1,0,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"강병은","KANG BYUNG EUN","070135","-",53,"0()",9999.9,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"-","비케이허니","B.K. HONEY","0041636",0,0,0,0,0,0,0,0,"김태경","Kim Tae Kyung","080296","부산경남","한국",99,"함승원","Ham Seung Won",109142,9999.9,0,20191129,"금요일",1,0,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"윤영훈","Youn Young Hun","070133","-",55,"0()",9999.9,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"-","블루파워","BLUE POWER","0041718",0,0,0,0,0,0,0,0,"이성재","Lee Sung Jae","080431","부산경남","한국",99,"허필도","Heo Pil Do",106075,9999.9,0,20191129,"금요일",1,0,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"김길중","Kim Gil Jung","070126","-",55,"0()",9999.9,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"-","장산프라이드","JANGSAN PRIDE","0041384",0,0,0,0,0,0,0,0,"정동철","Jeong Dong Cheol","080482","부산경남","한국",99,"김병진","Kim Byeong Jin",111044,9999.9,0,20191129,"금요일",2,0,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"임금만","Lim Keum Man","070128","-",55,"0()",9999.9,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"-","다이나믹러시","DYNAMIC RUSH","0041410",0,0,0,0,0,0,0,0,"다실바","Francisco Da Silva","080568","부산경남","한국",99,"이원태","Lee Won Tae",105125,9999.9,0,20191129,"금요일",2,0,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"김보경","KIM BO KYUNG","070195","-",55,"0()",9999.9,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"-","투투데이","TWO TWO DAY","0041439",0,0,0,0,0,0,0,0,"이성재","Lee Sung Jae","080431","부산경남","한국",99,"강용익","Kang Yong Ik",105137,9999.9,0,20191129,"금요일",2,0,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"강형곤","Kang Hyoung Gon","070134","-",55,"0()",9999.9,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"-","스피드킹덤","SPEED KINGDOM","0041502",0,0,0,0,0,0,0,0,"문중원","MUN JUNG WON","080397","부산경남","한국",99,"우만식","Uh Man Sik",104087,9999.9,0,20191129,"금요일",2,0,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"이정표","Lee Jung Pyo","070132","-",55,"0()",9999.9,,,,,,,,
