"age","ageCond","buG1fAccTime","buG1fOrd","buG2fAccTime","buG2fOrd","buG3fAccTime","buG3fOrd","buG4fAccTime","buG4fOrd","buG6fAccTime","buG6fOrd","buG8fAccTime","buG8fOrd","buS1fAccTime","buS1fOrd","buS1fTime","bu_10_8fTime","bu_1fGTime","bu_2fGTime","bu_3fGTime","bu_4_2fTime","bu_6_4fTime","bu_8_6fTime","budam","buga1","buga2","buga3","chaksun1","chaksun2","chaksun3","chaksun4","chaksun5","chulNo","diffUnit","hrName","hrNameEn","hrNo","ilsu","jeG1fTime","jeG3fTime","jeS1fTime","je_1cTime","je_2cTime","je_3cTime","je_4cTime","jkName","jkNameEn","jkNo","meet","name","ord","owName","owNameEn","owNo","plcOdds","prizeCond","rank","rating","rcDate","rcDay","rcDist","rcName","rcNo","rcTime","seG1fAccTime","seG3fAccTime","seS1fAccTime","se_1cAccTime","se_2cAccTime","se_3cAccTime","se_4cAccTime","sex","sjG1fOrd","sjG3fOrd","sjS1fOrd","sj_1cOrd","sj_2cOrd","sj_3cOrd","sj_4cOrd","trName","trNameEn","trNo","track","weather","wgBudam","wgHr","winOdds","sexCond"
3,"연령오픈",47.2,1,34.9,1,23.6,1,0,0,0,0,0,0,13.1,1,13.1,0,13.8,26.1,37.4,21.8,0,0,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,6,"-","당대알파","DANGDAE ALPHA","0035600",32,0,0,0,0,0,0,0,"김태경","Kim Tae Kyung","080296","부산경남","한국",1,"심상순","Sim Sang Soon",106089,1.1,"R1~35","국5등급",30,20170430,"일요일",1000,"일반",1,61,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"유병복","Yoo Byung Bok","070109","건조 (3%)","맑음",55,"528(+6)",1.4,
3,"연령오픈",48.1,2,35.9,3,24.4,4,0,0,0,0,0,0,13.6,4,13.6,0,13,25.2,36.7,22.3,0,0,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,5,"¾","월하독작","WOLHADOKJAK","0035174",32,0,0,0,0,0,0,0,"함완식","Ham Wan Sik","080342","부산경남","한국",2,"김영옥","Kim Young Ok",105068,1.3,"R1~35","국5등급",29,20170430,"일요일",1000,"일반",1,61.1,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"문제복","MUN JE BOK","070140","건조 (3%)","맑음",54.5,"479(+1)",4.2,
4,"연령오픈",49,6,37.4,8,25.8,10,0,0,0,0,0,0,14.5,10,14.5,0,12.4,24,35.6,22.9,0,0,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,8,"1½","적도의화신","JEOKDOUI HWASIN","0034249",32,0,0,0,0,0,0,0,"안드레아","ANDREA MEZZATESTA","080575","부산경남","한국",3,"현동부","Hyun Dong Bu",106278,2,"R1~35","국5등급",26,20170430,"일요일",1000,"일반",1,61.4,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"구영준","Koo Young Jun","070176","건조 (3%)","맑음",52,"492(-7)",15.3,
3,"연령오픈",48.5,4,36.3,5,24.7,5,0,0,0,0,0,0,13.7,5,13.7,0,13.3,25.5,37.1,22.6,0,0,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,10,2,"벙글벙글","BEONGGEULBEONGGEUL","0035934",32,0,0,0,0,0,0,0,"이성재","Lee Sung Jae","080431","부산경남","한국",4,"안규생","An Gyu Saeng",109149,4.6,"R1~35","국5등급",28,20170430,"일요일",1000,"일반",1,61.8,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"최기홍","Choi Ki Hong","070129","건조 (3%)","맑음",52.5,"496(+1)",28.4,
4,"연령오픈",49.3,7,37,7,25.2,7,0,0,0,0,0,0,14.1,7,14.1,0,13.3,25.6,37.4,22.9,0,0,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,4,5,"베가칸","VEGA KHAN","0033558",32,0,0,0,0,0,0,0,"김동영","Kim Dong Young","080401","부산경남","한국",5,"김정두","Kim Jung Du","065066",3.6,"R1~35","국5등급",24,20170430,"일요일",1000,"일반",1,62.6,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"하무선","Ha Mu Seon","070143","건조 (3%)","맑음",52,"474(-4)",23.7,
4,"연령오픈",48.6,5,36,4,24.4,3,0,0,0,0,0,0,13.4,2,13.4,0,14.3,26.9,38.5,22.6,0,0,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,2,"1¾","이시대영광","ISIDAE  YEONGGWANG","0034194",32,0,0,0,0,0,0,0,"최시대","Choi Si Dae","080423","부산경남","한국",6,"김수안","Kim Soo Ahn",106243,2.7,"R1~35","국5등급",25,20170430,"일요일",1000,"일반",1,62.9,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"오문식","OH MOON SIK","070112","건조 (3%)","맑음",52.5,"473(+1)",17.4,
6,"연령오픈",49.9,9,37.7,10,25.8,9,0,0,0,0,0,0,14.3,8,14.3,0,13,25.2,37.1,23.4,0,0,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,7,"코","머제스틱파워","MAJESTIC POWER","0029869",32,0,0,0,0,0,0,0,"양영남","YANG YOUNG NAM","080384","부산경남","한국",7,"김준식","Kim Jun Sik",105116,17.4,"R1~35","국5등급",23,20170430,"일요일",1000,"일반",1,62.9,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"조용배","Cho Yong Bae","070137","건조 (3%)","맑음",52,"480(+2)",114.9,
4,"연령오픈",49.3,8,36.8,6,25,6,0,0,0,0,0,0,13.9,6,13.9,0,13.7,26.2,38,22.9,0,0,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,11,"¾","새로운나","SAEROUN NA","0033907",32,0,0,0,0,0,0,0,"이효식","Lee Hyo Sik","080564","부산경남","한국",8,"태희종합건설","Tae Hee Construction",105151,13.6,"R1~35","국5등급",26,20170430,"일요일",1000,"일반",1,63,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"한상복","HAN SANG BOK","070118","건조 (3%)","맑음",53,"455(-2)",81.6,
4,"연령오픈",49.9,10,37.6,9,25.7,8,0,0,0,0,0,0,14.3,9,14.3,0,13.2,25.5,37.4,23.3,0,0,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,9,"½","서해","SEOHAE","0036483",32,0,0,0,0,0,0,0,"송경윤","Song Kyeong Yun","080421","부산경남","미국",9,"이동혁","Lee Dong Hyeok",112010,5.9,"R1~35","국5등급",33,20170430,"일요일",1000,"일반",1,63.1,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"장세한","Jang Se Han","070127","건조 (3%)","맑음",56.5,"478(+2)",83.4,
5,"연령오픈",50.3,11,38.3,11,26.5,11,0,0,0,0,0,0,14.9,11,14.9,0,12.8,24.8,36.6,23.4,0,0,"핸디캡",0,0,0,22800000,8400000,5200000,2000000,1600000,1,"코","원더풀캡틴","WONDERFUL CAPTAIN","0034431",32,0,0,0,0,0,0,0,"문중원","MUN JUNG WON","080397","부산경남","일본",10,"신윤경","Shin Yoon Gyeong",112292,6.8,"R1~35","국5등급",32,20170430,"일요일",1000,"일반",1,63.1,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"김길중","Kim Gil Jung","070126","건조 (3%)","맑음",56,"475(-2)",50.9,
