"age","ageCond","buG1fAccTime","buG1fOrd","buG2fAccTime","buG2fOrd","buG3fAccTime","buG3fOrd","buG4fAccTime","buG4fOrd","buG6fAccTime","buG6fOrd","buG8fAccTime","buG8fOrd","buS1fAccTime","buS1fOrd","buS1fTime","bu_10_8fTime","bu_1fGTime","bu_2fGTime","bu_3fGTime","bu_4_2fTime","bu_6_4fTime","bu_8_6fTime","budam","buga1","buga2","buga3","chaksun1","chaksun2","chaksun3","chaksun4","chaksun5","chulNo","diffUnit","hrName","hrNameEn","hrNo","ilsu","jeG1fTime","jeG3fTime","jeS1fTime","je_1cTime","je_2cTime","je_3cTime","je_4cTime","jkName","jkNameEn","jkNo","meet","name","ord","owName","owNameEn","owNo","plcOdds","prizeCond","rank","rating","rcDate","rcDay","rcDist","rcName","rcNo","rcTime","seG1fAccTime","seG3fAccTime","seS1fAccTime","se_1cAccTime","se_2cAccTime","se_3cAccTime","se_4cAccTime","sex","sjG1fOrd","sjG3fOrd","sjS1fOrd","sj_1cOrd","sj_2cOrd","sj_3cOrd","sj_4cOrd","trName","trNameEn","trNo","track","weather","wgBudam","wgHr","winOdds","sexCond"
3,"연령오픈",48.6,1,36.7,1,25,1,0,0,0,0,0,0,13.8,1,13.8,0,13,24.9,36.6,22.9,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,10,"-","풋잇백팀","PUT IT BACK TIM","0034714",42,0,0,0,0,0,0,0,"김도현","Kim Do Hyun","080381","부산경남","미국",1,"고문섭","Ko Mun Seop",106096,1.4,"R41~60","혼4등급",54,20150531,"일요일",1000,"일반",1,61.6,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"김재섭","Kim Jae Sub","070106","양호 (6%)","맑음",54,"484(-4)",2.8,
3,"연령오픈",49.1,2,37,3,25.3,3,0,0,0,0,0,0,14,3,14,0,13.1,25.2,36.9,23,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,9,4,"샌드킹","SAND KING","0034547",42,0,0,0,0,0,0,0,"조희원","Jo Hee Won","080531","부산경남","호주",2,"손병현","Son Byeong Hyeon",112005,1.2,"R41~60","혼4등급",54,20150531,"일요일",1000,"일반",1,62.2,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"권승주","Kwon Sung Ju","070086","양호 (6%)","맑음",51,"470(+2)",2.4,
4,"연령오픈",50.1,8,38.3,10,26.4,10,0,0,0,0,0,0,14.6,10,14.6,0,12.4,24.2,36.1,23.7,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,3,"1½","미스히어로","MISS HERO","0032776",42,0,0,0,0,0,0,0,"김용근","Kim Yong Geun","080405","부산경남","미국",3,"곽종수","Kwak Jong Soo",104123,10.1,"R41~60","혼4등급",49,20150531,"일요일",1000,"일반",1,62.5,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"김남중","KIM NAM JUNG","070120","양호 (6%)","맑음",51.5,"460(+3)",70.7,
5,"연령오픈",49.8,6,37.7,6,25.6,4,0,0,0,0,0,0,14.1,4,14.1,0,12.8,24.9,37,23.6,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,1,"½","계림제왕","GYERIM JEWANG","0031199",42,0,0,0,0,0,0,0,"노조무","NOZOMU TOMIZAWA","080427","부산경남","호주",4,"양국만","Yang Kuk Man",106049,5.7,"R41~60","혼4등급",60,20150531,"일요일",1000,"일반",1,62.6,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"장세한","Jang Se Han","070127","양호 (6%)","맑음",57,"521(+21)",43.5,
3,"연령오픈",49.7,5,37.6,5,25.8,6,0,0,0,0,0,0,14.1,6,14.1,0,13.1,25.2,37,23.5,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,12,"1½","메이비플래시","MABEE FLASHY","0034616",42,0,0,0,0,0,0,0,"조창욱","Jo Chang Wook","080411","부산경남","미국",5,"이동훈","Lee Dong Hun",104112,3.4,"R41~60","혼4등급",50,20150531,"일요일",1000,"일반",1,62.8,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"임동창","Im Dong Chang","070138","양호 (6%)","맑음",52,"484(-1)",32.1,
5,"연령오픈",49.7,4,37.6,4,25.8,5,0,0,0,0,0,0,14.1,5,14.1,0,13.2,25.3,37.1,23.5,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,2,"½","군주","GUNJU","0031210",42,0,0,0,0,0,0,0,"오야마","OYAMA NOBUYUKI","080540","부산경남","뉴질랜드",6,"김경태","kim gyeong tae","065063",10.4,"R41~60","혼4등급",54,20150531,"일요일",1000,"일반",1,62.9,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"권승주","Kwon Sung Ju","070086","양호 (6%)","맑음",54,"443(-8)",92.7,
3,"연령오픈",49.4,3,37,2,25.3,2,0,0,0,0,0,0,13.9,2,13.9,0,13.6,26,37.7,23.1,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,8,"½","스위트명운","SWEET MYEONGUN","0034767",42,0,0,0,0,0,0,0,"김어수","Kim Eu Soo","080403","부산경남","호주",7,"김태권","Kim Tae Gwon",112044,1.4,"R41~60","혼4등급",53,20150531,"일요일",1000,"일반",1,63,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"강형곤","Kang Hyoung Gon","070134","양호 (6%)","맑음",53.5,"518(-12)",4.2,
3,"연령오픈",50.2,10,38.1,9,26.2,9,0,0,0,0,0,0,14.5,9,14.5,0,12.9,25,36.9,23.6,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,6,"목","샤프아메리칸","SHARP AMERICAN","0033000",42,0,0,0,0,0,0,0,"유현명","You Hyun Myung","080376","부산경남","미국",8,"이혜란","Lee Hae Lan",104102,4.4,"R41~60","혼4등급",53,20150531,"일요일",1000,"일반",1,63.1,0,0,0,0,0,0,0,"수",0,0,0,0,0,0,0,"이정표","Lee Jung Pyo","070132","양호 (6%)","맑음",53.5,"483()",29.5,
3,"연령오픈",50.2,9,38,8,26,7,0,0,0,0,0,0,14.3,7,14.3,0,12.9,25.1,37.1,23.7,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,4,"머리","리턴서비스","RETURN SERVICE","0034606",42,0,0,0,0,0,0,0,"채상현","Chae Sang Hyun","080532","부산경남","미국",9,"이명희","Lee Myung Hee",104086,20.4,"R41~60","혼4등급",50,20150531,"일요일",1000,"일반",1,63.1,0,0,0,0,0,0,0,"거",0,0,0,0,0,0,0,"조용배","Cho Yong Bae","070137","양호 (6%)","맑음",51,"440(-2)",107.2,
3,"연령오픈",50,7,37.8,7,26,8,0,0,0,0,0,0,14.3,8,14.3,0,13.3,25.5,37.3,23.5,0,0,"핸디캡",0,0,0,31350000,11550000,7150000,2750000,2200000,11,1,"어메이징대지","AMAZING DAEJI","0034469",42,0,0,0,0,0,0,0,"최시대","Choi Si Dae","080423","부산경남","미국",10,"한정협","Han Jung Hyup",104098,1.8,"R41~60","혼4등급",52,20150531,"일요일",1000,"일반",1,63.3,0,0,0,0,0,0,0,"암",0,0,0,0,0,0,0,"양귀선","Yang Kui Sun","070125","양호 (6%)","맑음",53,"496(+3)",8.7,
