"age","ageCond","buG1fAccTime","buG1fOrd","buG2fAccTime","buG2fOrd","buG3fAccTime","buG3fOrd","buG4fAccTime","buG4fOrd","buG6fAccTime","buG6fOrd","buG8fAccTime","buG8fOrd","buS1fAccTime","buS1fOrd","buS1fTime","bu_10_8fTime","bu_1fGTime","bu_2fGTime","bu_3fGTime","bu_4_2fTime","bu_6_4fTime","bu_8_6fTime","budam","buga1","buga2","buga3","chaksun1","chaksun2","chaksun3","chaksun4","chaksun5","chulNo","diffUnit","hrName","hrNameEn","hrNo","ilsu","jeG1fTime","jeG3fTime","jeS1fTime","je_1cTime","je_2cTime","je_3cTime","je_4cTime","jkName","jkNameEn","jkNo","meet","name","ord","owName","owNameEn","owNo","plcOdds","prizeCond","rank","rating","rcDate","rcDay","rcDist","rcName","rcNo","rcTime","seG1fAccTime","seG3fAccTime","seS1fAccTime","se_1cAccTime","se_2cAccTime","se_3cAccTime","se_4cAccTime","sex","sexCond","sjG1fOrd","sjG3fOrd","sjS1fOrd","sj_1cOrd","sj_2cOrd","sj_3cOrd","sj_4cOrd","trName","trNameEn","trNo","track","weather","wgBudam","wgHr","winOdds"
3,"연령오픈",75.9,1,64,2,51.8,2,38.9,3,0,0,0,0,14.7,3,14.7,0,12.9,24.8,37,25.1,24.2,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,7,"-","마이티스톰","MIGHTY STORM","0044255",80,0,0,0,0,0,0,0,"임성실","Lim Sung Sil","080379","부산경남","한국",1,"최종복","Choi Jong Bok","065126",1,"R0~0","국6등급",0,20221030,"일요일",1400,"일반",1,88.8,0,0,0,0,0,0,0,"거","오픈",0,0,0,0,0,0,0,"구민성","Gu Min Sung","070173","건조 (2%)","흐림",56,"467(+2)",1.7
3,"연령오픈",76.2,2,64,1,51.7,1,38.8,1,0,0,0,0,14.6,1,14.6,0,13.4,25.6,37.9,25.2,24.2,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,4,4,"모닝뮤즈","MORNING MUSE","0044424",80,0,0,0,0,0,0,0,"정도윤","Jung Do Yun","080565","부산경남","한국",2,"김중길","Kim Jung Gil",105057,1.4,"R0~0","국6등급",0,20221030,"일요일",1400,"일반",1,89.6,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"임금만","Lim Keum Man","070128","건조 (2%)","흐림",54,"446(-5)",3.4
4,"연령오픈",77.2,3,64.8,5,52.1,6,39.1,4,0,0,0,0,14.9,5,14.9,0,13.3,25.7,38.4,25.7,24.2,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,5,5,"부미스타","BOOMY STAR","0043324",80,0,0,0,0,0,0,0,"윤형석","Yoon Hyung Seok","080607","부산경남","한국",3,"박노식","Park No Sik",119002,3.1,"R0~0","국6등급",0,20221030,"일요일",1400,"일반",1,90.5,0,0,0,0,0,0,0,"거","오픈",0,0,0,0,0,0,0,"하무선","Ha Mu Seon","070143","건조 (2%)","흐림",52,"484(-2)",26.8
2,"연령오픈",77.3,4,64.6,3,51.9,3,38.9,2,0,0,0,0,14.7,2,14.7,0,13.4,26.1,38.8,25.7,24.2,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,2,"1¼","스타드래건","STAR DRAGON","0045314",80,0,0,0,0,0,0,0,"송경윤","Song Kyeong Yun","080421","부산경남","한국",4,"김화원","Kim Hwa Won",109138,8.1,"R0~0","국6등급",0,20221030,"일요일",1400,"일반",1,90.7,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"임동창","Im Dong Chang","070138","건조 (2%)","흐림",55,"466(-11)",68
4,"연령오픈",77.5,5,65,7,52.5,9,39.8,9,0,0,0,0,15,8,15,0,13.5,26,38.5,25.2,24.8,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,9,"1¾","나르캣","NAREUCAT","0042228",80,0,0,0,0,0,0,0,"최은경","Choi Eun Gyeong","080566","부산경남","한국",5,"오종환","Oh Jong Hwan","065154",2.3,"R0~0","국6등급",0,20221030,"일요일",1400,"일반",1,91,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"윤영훈","Youn Young Hun","070133","건조 (2%)","흐림",54,"443(-16)",14
3,"연령오픈",77.7,7,65,6,52.2,7,39.2,7,0,0,0,0,15,7,15,0,13.6,26.3,39.1,25.8,24.2,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,1,"1½","엑톤파워","ECTON POWER","0047044",80,0,0,0,0,0,0,0,"전진구","Jeon Jin Gu","080580","부산경남","한국",6,"고구려","Go Gu Ryeo",120005,7.2,"R0~0","국6등급",0,20221030,"일요일",1400,"일반",1,91.3,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"조용배","Cho Yong Bae","070137","건조 (2%)","흐림",56,"439(+2)",47.2
3,"연령오픈",77.6,6,64.6,4,51.9,4,39.1,6,0,0,0,0,14.9,6,14.9,0,14.5,27.5,40.2,25.5,24.2,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,8,5,"스페셜팩트","SPECIAL FACT","0044145",80,0,0,0,0,0,0,0,"모준호","Mo Jun Ho","080600","부산경남","한국",7,"이혜란","Lee Hae Lan",104102,1.9,"R0~0","국6등급",0,20221030,"일요일",1400,"일반",1,92.1,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"강형곤","Kang Hyoung Gon","070134","건조 (2%)","흐림",54,"432(-5)",9.3
3,"연령오픈",78.2,8,65.2,9,52.3,8,39.7,8,0,0,0,0,15.5,9,15.5,0,14.3,27.3,40.2,25.5,24.2,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,3,3,"골드크라운","GOLD CROWN","0044691",80,0,0,0,0,0,0,0,"신윤섭","Shin Yun Seob","080606","부산경남","한국",8,"임순하","IM SOON HA",122007,5.4,"R0~0","국6등급",0,20221030,"일요일",1400,"일반",1,92.5,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"구민성","Gu Min Sung","070173","건조 (2%)","흐림",52,"483(-7)",30.3
2,"연령오픈",79.3,9,65.1,8,52,5,39.1,5,0,0,0,0,14.8,4,14.8,0,15.6,29.8,42.9,26,24.3,0,"별정A",0,0,0,13750000,5500000,3500000,1250000,1000000,6,14,"연승고","YEONSEUNG GO","0046470",80,0,0,0,0,0,0,0,"서승운","Seo Seung Un","080484","부산경남","한국",9,"안규생","An Gyu Saeng",109149,3.3,"R0~0","국6등급",0,20221030,"일요일",1400,"일반",1,94.9,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"최기홍","Choi Ki Hong","070129","건조 (2%)","흐림",53,"437(-7)",12.3
2,"연령오픈",67.2,1,54.9,1,42.7,1,30.5,2,8.5,0,0,0,14,2,14,0,13.7,26,38.2,24.4,22,8.5,"핸디캡",0,0,0,22000000,8800000,5600000,2000000,1600000,1,"-","피플파워","PEOPLE POWER","0046102",80,0,0,0,0,0,0,0,"박재이","Park Jae I","080546","부산경남","한국",1,"강봉한","Kang Bong-Han",113119,3.7,"R1~35","국5등급",27,20221030,"일요일",1300,"일반",2,80.9,0,0,0,0,0,0,0,"암","암",0,0,0,0,0,0,0,"권승주","Kwon Sung Ju","070086","건조 (2%)","맑음",52,"505(+3)",13.4
