"age","ageCond","buG1fAccTime","buG1fOrd","buG2fAccTime","buG2fOrd","buG3fAccTime","buG3fOrd","buG4fAccTime","buG4fOrd","buG6fAccTime","buG6fOrd","buG8fAccTime","buG8fOrd","buS1fAccTime","buS1fOrd","buS1fTime","bu_10_8fTime","bu_1fGTime","bu_2fGTime","bu_3fGTime","bu_4_2fTime","bu_6_4fTime","bu_8_6fTime","budam","buga1","buga2","buga3","chaksun1","chaksun2","chaksun3","chaksun4","chaksun5","chulNo","diffUnit","hrName","hrNameEn","hrNo","ilsu","jeG1fTime","jeG3fTime","jeS1fTime","je_1cTime","je_2cTime","je_3cTime","je_4cTime","jkName","jkNameEn","jkNo","meet","name","ord","owName","owNameEn","owNo","plcOdds","prizeCond","rank","rating","rcDate","rcDay","rcDist","rcName","rcNo","rcTime","seG1fAccTime","seG3fAccTime","seS1fAccTime","se_1cAccTime","se_2cAccTime","se_3cAccTime","se_4cAccTime","sex","sexCond","sjG1fOrd","sjG3fOrd","sjS1fOrd","sj_1cOrd","sj_2cOrd","sj_3cOrd","sj_4cOrd","trName","trNameEn","trNo","track","weather","wgBudam","wgHr","winOdds"
3,"3세",67.3,1,55,1,43.2,1,31,1,8.5,0,0,0,14,1,14,0,13.9,26.2,38,24,22.5,8.5,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,8,"-","인디초이스","INDY CHOICE","0043850",22,0,0,0,0,0,0,0,"유현명","You Hyun Myung","080376","부산경남","한국",1,"김준현","Kim Joon Hyun",106289,2.1,"R0~0","국6등급",0,20220327,"일요일",1300,"일반",1,81.2,0,0,0,0,0,0,0,"거","오픈",0,0,0,0,0,0,0,"박재호","Park Jae Ho","070226","다습 (13%)","맑음",56,"468(+8)",7.5
3,"3세",68.5,4,56.1,4,44.1,4,31.6,4,8.8,0,0,0,14.2,3,14.2,0,13.3,25.7,37.7,24.5,22.8,8.8,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,3,3,"그레이트캡틴","GREAT CAPTAIN","0044209",22,0,0,0,0,0,0,0,"박재이","Park Jae I","080546","부산경남","한국",2,"배수한","Bae Su Han",114033,1.6,"R0~0","국6등급",0,20220327,"일요일",1300,"일반",1,81.8,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"구민성","Gu Min Sung","070173","다습 (13%)","맑음",56,"477(-4)",5
3,"3세",68,2,55.5,2,43.4,2,31.1,2,8.6,0,0,0,14.1,2,14.1,0,13.9,26.4,38.5,24.4,22.5,8.6,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,7,"½","플로잉리버","FLOWING RIVER","0043757",22,0,0,0,0,0,0,0,"서승운","Seo Seung Un","080484","부산경남","한국",3,"하늬바람","Ha Nui Ba Ram",117054,2,"R0~0","국6등급",0,20220327,"일요일",1300,"일반",1,81.9,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"강은석","Kang Eun Seok","070223","다습 (13%)","맑음",56,"463(-2)",8.8
3,"3세",69,5,56.8,5,44.5,5,31.8,5,8.9,0,0,0,14.4,6,14.4,0,13.3,25.5,37.8,25,22.9,8.9,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,5,2,"닥터페르시아","DOCTOR PERSIA","0044608",22,0,0,0,0,0,0,0,"김혜선","Kim Hye Sun","080456","부산경남","한국",4,"권혁희","Kwon Hyeok Hui",117002,1.3,"R0~0","국6등급",0,20220327,"일요일",1300,"일반",1,82.3,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"백광열","Baik Kwang Yeol","070130","다습 (13%)","맑음",56,"486(+3)",3.8
3,"3세",68.2,3,55.6,3,43.5,3,31.2,3,8.9,0,0,0,14.4,7,14.4,0,14.8,27.4,39.5,24.4,22.3,8.9,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,9,4,"조셉핀퀸","JOSEPHINE QUEEN","0044449",22,0,0,0,0,0,0,0,"정우주","Jeong Woo Ju","080588","부산경남","한국",5,"임순하","IM SOON HA",122007,1.2,"R0~0","국6등급",0,20220327,"일요일",1300,"일반",1,83,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"이상영","Lee Sang Young","070141","다습 (13%)","맑음",54,"488(+9)",2.2
3,"3세",70.5,6,57.7,8,44.9,8,32,8,9.1,0,0,0,14.6,10,14.6,0,14,26.8,39.6,25.7,22.9,9.1,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,2,9,"우승여걸","USEUNG YEOGEOL","0045041",22,0,0,0,0,0,0,0,"윤형석","Yoon Hyung Seok","080607","부산경남","한국",6,"김효태","Kim Hyo Tae",112295,20.9,"R0~0","국6등급",0,20220327,"일요일",1300,"일반",1,84.5,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"윤영훈","Youn Young Hun","070133","다습 (13%)","맑음",50,"475(-14)",170.9
3,"3세",70.6,7,57.4,6,44.6,6,31.9,6,8.8,0,0,0,14.5,9,14.5,0,14.1,27.3,40.1,25.5,23.1,8.8,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,11,"1½","언제나영웅","EONJENA YEONGUNG","0044432",22,0,0,0,0,0,0,0,"모준호","Mo Jun Ho","080600","부산경남","한국",7,"김광원","Kim Kwang Won",109150,18.1,"R0~0","국6등급",0,20220327,"일요일",1300,"일반",1,84.7,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"이정표","Lee Jung Pyo","070132","다습 (13%)","맑음",55,"429(+4)",143
3,"3세",70.7,9,57.8,9,44.9,9,32,9,8.9,0,0,0,14.4,5,14.4,0,14.1,27,39.9,25.8,23.1,8.9,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,4,"½","팬텀퀸","PHANTOM QUEEN","0044476",22,0,0,0,0,0,0,0,"김어수","Kim Eu Soo","080403","부산경남","한국",8,"말구유","Mal Gu Yoo",121059,10.8,"R0~0","국6등급",0,20220327,"일요일",1300,"일반",1,84.8,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"하무선","Ha Mu Seon","070143","다습 (13%)","맑음",54,"446(-14)",57.6
3,"3세",70.7,8,57.5,7,44.8,7,32,7,8.9,0,0,0,14.5,8,14.5,0,14.2,27.4,40.1,25.5,23.1,8.9,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,1,"¾","슈퍼크랙","SUPER CRACK","0044585",22,0,0,0,0,0,0,0,"최시대","Choi Si Dae","080423","부산경남","한국",9,"이일형","Lee Il Hyung",216420,6,"R0~0","국6등급",0,20220327,"일요일",1300,"일반",1,84.9,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"양귀선","Yang Kui Sun","070125","다습 (13%)","맑음",56,"492(-3)",31.7
3,"3세",70.8,10,57.9,10,45.1,10,32.2,11,9,0,0,0,14.7,11,14.7,0,14.3,27.2,40,25.7,23.2,9,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,6,"1¼","스페셜존","SPECIAL JOHN","0044656",22,0,0,0,0,0,0,0,"김태현","Kim Tae Hyun","080599","부산경남","한국",10,"이혜란","Lee Hae Lan",104102,19.8,"R0~0","국6등급",0,20220327,"일요일",1300,"일반",1,85.1,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"강형곤","Kang Hyoung Gon","070134","다습 (13%)","맑음",53,"463(-7)",102.3
