"age","ageCond","buG1fAccTime","buG1fOrd","buG2fAccTime","buG2fOrd","buG3fAccTime","buG3fOrd","buG4fAccTime","buG4fOrd","buG6fAccTime","buG6fOrd","buG8fAccTime","buG8fOrd","buS1fAccTime","buS1fOrd","buS1fTime","bu_10_8fTime","bu_1fGTime","bu_2fGTime","bu_3fGTime","bu_4_2fTime","bu_6_4fTime","bu_8_6fTime","budam","buga1","buga2","buga3","chaksun1","chaksun2","chaksun3","chaksun4","chaksun5","chulNo","diffUnit","hrName","hrNameEn","hrNo","ilsu","jeG1fTime","jeG3fTime","jeS1fTime","je_1cTime","je_2cTime","je_3cTime","je_4cTime","jkName","jkNameEn","jkNo","meet","name","ord","owName","owNameEn","owNo","plcOdds","prizeCond","rank","rating","rcDate","rcDay","rcDist","rcName","rcNo","rcTime","seG1fAccTime","seG3fAccTime","seS1fAccTime","se_1cAccTime","se_2cAccTime","se_3cAccTime","se_4cAccTime","sex","sexCond","sjG1fOrd","sjG3fOrd","sjS1fOrd","sj_1cOrd","sj_2cOrd","sj_3cOrd","sj_4cOrd","trName","trNameEn","trNo","track","weather","wgBudam","wgHr","winOdds"
3,"3세",49.4,1,37.2,1,25.5,2,0,0,0,0,0,0,13.9,2,13.9,0,13.4,25.6,37.3,23.3,0,0,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,5,"-","스타에이스","STAR ACE","0044174",8,0,0,0,0,0,0,0,"유현명","You Hyun Myung","080376","부산경남","한국",1,"(주)금악목장","Geum Ak Stud Farm",106171,1.3,"R0~0","국6등급",0,20220130,"일요일",1000,"일반",1,62.8,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"김영관","Kim Young Kwan","070123","건조 (2%)","맑음",56,"509(-3)",2.4
3,"3세",50.4,4,38,3,26.2,6,0,0,0,0,0,0,14.2,6,14.2,0,13.5,25.9,37.7,23.8,0,0,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,12,6,"인디매직","INDIE MAGIC","0044594",8,0,0,0,0,0,0,0,"조인권","Jo In Kwon","080438","부산경남","한국",2,"이시돌협회","Isidore Farm",103012,2.3,"R0~0","국6등급",0,20220130,"일요일",1000,"일반",1,63.9,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"라이스","Bart Rice","070186","건조 (2%)","맑음",56,"447()",10.4
3,"3세",50.3,3,38.1,6,26.1,5,0,0,0,0,0,0,14.1,4,14.1,0,13.8,26,38,24,0,0,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,11,"¾","바벨피닉스","BABEL PHOENIX","0044609",8,0,0,0,0,0,0,0,"송경윤","Song Kyeong Yun","080421","부산경남","한국",3,"김명환","Kim Myeong Hwan",113133,8,"R0~0","국6등급",0,20220130,"일요일",1000,"일반",1,64.1,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"구영준","Koo Young Jun","070176","건조 (2%)","맑음",56,"481(+3)",42.8
3,"3세",49.8,2,37.3,2,25.5,1,0,0,0,0,0,0,13.9,1,13.9,0,14.3,26.8,38.6,23.4,0,0,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,1,"코","가속데이","GASOK DAY","0044320",8,0,0,0,0,0,0,0,"서승운","Seo Seung Un","080484","부산경남","한국",4,"서종길","Seo Jong Gil",114034,2.2,"R0~0","국6등급",0,20220130,"일요일",1000,"일반",1,64.1,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"김병학","Kim Byung Hak","070121","건조 (2%)","맑음",54,"463(-3)",5.8
3,"3세",50.6,6,38.1,4,26,3,0,0,0,0,0,0,14.2,5,14.2,0,13.7,26.2,38.3,23.9,0,0,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,6,"1½","팬텀에이스","PHANTOM ACE","0044016",8,0,0,0,0,0,0,0,"윤형석","Yoon Hyung Seok","080607","부산경남","한국",5,"말구유","Mal Gu Yoo",121059,6,"R0~0","국6등급",0,20220130,"일요일",1000,"일반",1,64.3,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"하무선","Ha Mu Seon","070143","건조 (2%)","맑음",52,"470(+3)",57.8
3,"3세",51.3,9,39.2,10,26.8,9,0,0,0,0,0,0,14.4,8,14.4,0,13,25.1,37.5,24.8,0,0,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,8,"머리","스텔라퀸","STELLA QUEEN","0043822",8,0,0,0,0,0,0,0,"진겸","Jin Kyum","080551","부산경남","한국",6,"김호종","Kim Ho Jong","065079",22.2,"R0~0","국6등급",0,20220130,"일요일",1000,"일반",1,64.3,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"구민성","Gu Min Sung","070173","건조 (2%)","맑음",54,"417(-6)",152
3,"3세",51.2,7,39,8,26.6,8,0,0,0,0,0,0,14.4,7,14.4,0,13.1,25.3,37.7,24.6,0,0,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,4,"코","아너스마고","HONOR'S MARGAUX","0044180",8,0,0,0,0,0,0,0,"김태현","Kim Tae Hyun","080599","부산경남","한국",7,"이성기","Lee Sung Gi",104145,13.1,"R0~0","국6등급",0,20220130,"일요일",1000,"일반",1,64.3,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"안우성","An Woo Sung","070180","건조 (2%)","맑음",51,"439(+2)",67.2
3,"3세",51.4,10,39.2,11,27.1,11,0,0,0,0,0,0,14.7,10,14.7,0,13.1,25.3,37.4,24.5,0,0,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,9,"¾","선샤인스타","SUNSHINE STAR","0044778",8,0,0,0,0,0,0,0,"모준호","Mo Jun Ho","080600","부산경남","한국",8,"신우철","Shin Woo Cheol",110056,3.8,"R0~0","국6등급",0,20220130,"일요일",1000,"일반",1,64.5,0,0,0,0,0,0,0,"수","오픈",0,0,0,0,0,0,0,"울즐리","Peter Wolsley","070156","건조 (2%)","맑음",54,"498(-2)",48.6
3,"3세",50.5,5,38.1,5,26,4,0,0,0,0,0,0,14,3,14,0,14,26.4,38.5,24.1,0,0,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,2,"코","챔프그린","CHAMP GREEN","0044057",8,0,0,0,0,0,0,0,"박종호","Park Jong Ho","080601","부산경남","한국",9,"백수현","Baek Su Hyeon",113123,2.6,"R0~0","국6등급",0,20220130,"일요일",1000,"일반",1,64.5,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"권승주","Kwon Sung Ju","070086","건조 (2%)","맑음",50,"437(+2)",11.5
3,"3세",51.2,8,38.5,7,26.5,7,0,0,0,0,0,0,14.7,9,14.7,0,14,26.7,38.7,23.8,0,0,"별정A",0,0,0,22000000,8800000,5600000,2000000,1600000,7,4,"정든로","JEONGDEUN-RO","0043816",8,0,0,0,0,0,0,0,"김혜선","Kim Hye Sun","080456","부산경남","한국",10,"하늬바람","Ha Nui Ba Ram",117054,1.2,"R0~0","국6등급",0,20220130,"일요일",1000,"일반",1,65.2,0,0,0,0,0,0,0,"암","오픈",0,0,0,0,0,0,0,"민장기","Min Jang Gi","070136","건조 (2%)","맑음",54,"512(+5)",2.7
