Real Winner Name,Real Winner Time,Predict Winner Name,Predict Winner Time,Win Odds,Is Predict Success,RC No,RC Date,RC Dist,Earn Money,Left Money
업타운위즈,81.2,런던비상,79.15815616856923,3.4,false,1,20230107,0,0,9900000
왈가닥,76.6,담쟁이아르고,67.18771583140926,7.7,false,2,20230107,0,0,9800000
강한퀸,75.7,원더풀위싱,69.96866813836216,13.9,false,3,20230107,0,0,9700000
너를응원해,114.8,대천챔프,103.99374053268946,3.2,false,4,20230107,0,0,9600000
야무진재수,103.1,메인오브킹,100.46353771511818,2.4,false,5,20230107,0,0,9500000
논스톱위닝,88.9,누비고,31.671895408065637,6.6,false,6,20230107,0,0,9400000
슈어윈,81.6,슈어윈,74.77323880356346,4.7,true,7,20230107,0,470000,9770000
컴플리트엔젤,75.9,알사이먼,67.75872873878033,3.7,false,8,20230107,0,0,9670000
베스트천상,75.1,불의가속,72.4303328799675,1.8,false,9,20230107,0,0,9570000
스마트전사,88.4,챌린지삭스,86.38434031551628,15.5,false,10,20230107,0,0,9470000
베스트럭키,88.3,디스챌린지,87.52665726817347,22.9,false,11,20230107,0,0,9370000
천지여걸,134.2,장산포이즌,130.17710213424184,11.5,false,12,20230107,0,0,9270000
글로벌진격,76.6,네버어게인,72.12936510405862,5.0,false,1,20230108,0,0,9170000
아르고공주,83.6,레드태풍,78.54174182933966,9.8,false,2,20230108,0,0,9070000
위대한한마,83.6,금아위티,77.31512818712646,7.6,false,3,20230108,0,0,8970000
항구스타,77.0,테스메리,68.89820707166197,18.3,false,4,20230108,0,0,8870000
라온더퀄리티,74.8,남산꽃,70.70136347084869,1.5,false,5,20230108,0,0,8770000
라로마네,82.6,원모어러시,76.73172784443868,11.7,false,6,20230108,0,0,8670000
불화산,115.0,원평킬라,106.11868136369918,10.6,false,7,20230108,0,0,8570000
최고블랙,112.3,청산영웅,107.65045018074062,2.0,false,8,20230108,0,0,8470000
원더풀데블,119.6,캡틴브라보,114.96076841070408,14.1,false,9,20230108,0,0,8370000
흥록대부,118.4,다크플레이어,115.04651268097933,7.1,false,10,20230108,0,0,8270000
탭다운,74.7,하이러너,70.86437727866219,19.4,false,11,20230108,0,0,8170000
오키드밸리,74.8,큐피드시크,69.82845330180238,2.1,false,1,20230114,0,0,8070000
나올고니,80.4,베스트선샤인,76.09403111246249,1.6,false,2,20230114,0,0,7970000
파워풀삭스,80.0,샤프선샤인,75.48216694859303,3.3,false,3,20230114,0,0,7870000
스트렝스,73.7,마이티쎈,16.4810475110743,1.2,false,4,20230114,0,0,7770000
불곰마드레,72.8,블레싱로드,66.03023066315684,5.4,false,5,20230114,0,0,7670000
메니에이스,79.9,성실공주핑크,78.87029985531593,19.2,false,6,20230114,0,0,7570000
원더풀위크,85.0,비플라워,84.68038083221467,2.7,false,7,20230114,0,0,7470000
그랜드스타,110.1,지금여기에,106.57479839932745,5.5,false,8,20230114,0,0,7370000
햇무리,115.5,천마챗,117.67966021976125,8.8,false,9,20230114,0,0,7270000
자이언트킬링,72.4,아침누리,65.4624461363655,4.4,false,10,20230114,0,0,7170000
탑퀄리티,85.2,최강블레이드,30.77073134217838,12.9,false,11,20230114,0,0,7070000
스트라이드업,85.5,큐피드원더,86.46098849131036,35.5,false,12,20230114,0,0,6970000
티즈인디,80.2,새내비바,75.89374007367567,4.8,false,1,20230115,0,0,6870000
검이불루,74.1,네이비크롬,16.54035537266823,1.6,false,2,20230115,0,0,6770000
탄산,75.5,라온시티걸,67.50492086330674,7.3,false,3,20230115,0,0,6670000
디자이어투윈,87.4,팍스누리,83.99240365863875,4.5,false,4,20230115,0,0,6570000
영영삭스,86.1,퀸오브레이싱,83.66225731452433,6.9,false,5,20230115,0,0,6470000
한강돌풍,99.3,온리위너,99.38388296961426,10.7,false,6,20230115,0,0,6370000
이다나은,79.2,빛의카,77.0990363355244,3.4,false,7,20230115,0,0,6270000
기쁨환호,73.4,하늘아,67.17764889065326,2.6,false,8,20230115,0,0,6170000
문학태핏,9999,찬란한날,108.43028555102427,11.3,false,9,20230115,0,0,6070000
최고레이스,83.1,별나라신사,86.95681182874924,9.4,false,11,20230115,0,0,5970000
그린실드,76.7,화이트다이아,67.9309307034058,4.9,false,1,20230128,0,0,5870000
짜릿한자유,82.2,파이팅케이,23.858787188985104,14.6,false,2,20230128,0,0,5770000
록임팩트,83.0,홀리스타,75.22426834425997,2.2,false,3,20230128,0,0,5670000
울트라갤럭시,113.7,플랜비,108.59699569081388,2.6,false,4,20230128,0,0,5570000
마이티굿,101.9,시크릿보스,101.84391154113356,4.4,false,5,20230128,0,0,5470000
큐피드코리아,89.1,천송이,85.00380432474805,13.1,false,6,20230128,0,0,5370000
원더풀인디,81.8,럭키클럽,76.5404820235212,2.6,false,7,20230128,0,0,5270000
파워풀화성,75.3,런던에이스,69.65305020047713,8.6,false,8,20230128,0,0,5170000
마이티룩,76.0,로터스미르,71.54234792314857,1.7,false,9,20230128,0,0,5070000
새내퀸,73.8,헤라블레이드,66.9068487622027,2.5,false,10,20230128,0,0,4970000
마하스타,87.8,시리우스알파,83.35649336191739,4.5,false,11,20230128,0,0,4870000
블랙머스크,130.4,서울탱크,130.48166375687833,37.0,false,12,20230128,0,0,4770000
늘가을,84.0,카리즈마,78.6238175675918,3.0,false,1,20230129,0,0,4670000
금전사,76.9,검의전설,69.12359969887366,7.5,false,2,20230129,0,0,4570000
비트러너,76.2,파토스,16.82439557724009,3.6,false,3,20230129,0,0,4470000
그린백,82.6,원더풀슬루,24.375030479258456,12.5,false,4,20230129,0,0,4370000
킹심바,113.6,원더풀캣,105.82650284558096,13.6,false,5,20230129,0,0,4270000
너트플레이,103.9,베스트매드캠,99.08822027645616,2.0,false,6,20230129,0,0,4170000
스틸플레이,75.7,송암캣,70.15962371663998,5.0,false,7,20230129,0,0,4070000
와우와우,73.7,라온퍼스트,72.5709729773646,47.1,false,8,20230129,0,0,3970000
남산호랑이,120.0,천군,116.49774777891858,3.4,false,9,20230129,0,0,3870000
정문볼트,117.7,러블리케이,59.930597710504756,11.9,false,10,20230129,0,0,3770000
신의아들,74.6,라온더아리아,70.45788854538489,6.5,false,11,20230129,0,0,3670000
