age,hrNo,jkNo,owNo,rcDist,sex,trNo,track,weather,wgHr,winOdds,rcNo,rcDate,hrName,rcTime,predicted_time
3,46029,80421,117054,1300,3,70137,2,1.0,496,2.4,1,20230129,패스트건,81.3,71.96300267724652
3,45215,80610,110058,1300,2,70086,2,1.0,461,26.9,1,20230129,다이아보스,81.5,71.96300267724652
3,45403,80484,121009,1300,2,70128,2,1.0,493,4.3,1,20230129,황우머니,81.5,71.96300267724652
3,45845,80568,109150,1300,2,70086,2,1.0,501,48.2,1,20230129,케이골드바,82.1,71.96300267724652
3,45167,80546,105040,1300,3,70136,2,1.0,489,5.1,1,20230129,캡틴코만도,82.3,71.96300267724652
3,46394,80600,112287,1300,2,70156,2,1.0,454,17.3,1,20230129,해피블루,82.7,71.96300267724652
3,46556,80605,105127,1300,2,70224,2,1.0,504,39.3,1,20230129,석세스플라잉,83.1,71.96300267724652
3,45312,80566,104123,1300,1,70141,2,1.0,432,7.9,1,20230129,브레이브캡틴,83.6,71.96300267724652
3,46218,80381,105119,1300,1,70249,2,1.0,462,36.1,1,20230129,대호나라,83.8,71.96300267724652
3,46126,80403,112010,1300,1,70127,2,1.0,464,81.8,1,20230129,딴봉퀸,84.3,71.96300267724652
3,46208,80379,122008,1300,2,70143,2,1.0,489,96.7,1,20230129,해랑강자,86.3,71.96300267724652
3,45560,80376,112003,1300,2,70125,2,1.0,450,12.5,1,20230129,스카이펀치,0.0,71.96300267724652
3,45441,80600,104081,1200,1,70127,2,1.0,484,2.6,2,20230129,메타퀸,74.7,71.96300267724652
3,45171,80546,104127,1200,2,70136,2,1.0,471,1.7,2,20230129,하늘제왕,75.5,71.96300267724652
3,45947,80484,112286,1200,1,70128,2,1.0,454,14.7,2,20230129,스카이샷,76.8,71.96300267724652
3,45176,80566,118013,1200,1,70136,2,1.0,488,23.8,2,20230129,운주마하,76.9,71.96300267724652
3,45866,80605,104100,1200,2,70142,2,1.0,474,104.1,2,20230129,월드포인트,77.4,71.96300267724652
5,42949,80403,65102,1200,1,70223,2,1.0,427,71.9,2,20230129,챌린저레전드,77.6,71.96300267724652
4,44079,80568,104146,1200,2,70176,2,1.0,503,111.4,2,20230129,렛츠고고,77.9,71.96300267724652
4,44819,80381,110058,1200,2,70226,2,1.0,490,74.5,2,20230129,다이아스피릿,77.9,71.96300267724652
4,44580,80607,65095,1200,2,70132,2,1.0,484,39.0,2,20230129,원더풀차차,78.1,71.96300267724652
3,45552,80401,113133,1200,1,70125,2,1.0,472,26.9,2,20230129,바벨하트,78.2,71.96300267724652
3,46132,80411,65079,1200,2,70125,2,1.0,514,24.7,2,20230129,우승무패,78.2,71.96300267724652
3,45532,80296,122014,1200,1,70127,2,1.0,483,71.2,2,20230129,푸른열정,79.0,71.96300267724652
3,45907,80566,117054,1400,3,70136,2,1.0,513,4.0,3,20230129,위드선,86.7,71.96300267724652
3,45846,80546,120003,1400,2,70086,2,1.0,489,11.5,3,20230129,여수파이터,87.6,71.96300267724652
3,45777,80568,114004,1400,2,70249,2,1.0,490,7.5,3,20230129,올오어낫싱,87.8,71.96300267724652
3,45262,80403,117053,1400,3,70224,2,1.0,505,7.6,3,20230129,벌교의꿈,88.2,71.96300267724652
3,45478,80484,118030,1400,2,70128,2,1.0,511,4.7,3,20230129,백투더레전드,88.5,71.96300267724652
4,44255,80605,65126,1400,3,70173,2,1.0,465,9.0,3,20230129,마이티스톰,88.5,71.96300267724652
4,43833,80607,111082,1400,1,70132,2,1.0,467,22.5,3,20230129,타이탄케이,88.6,71.96300267724652
5,42925,80379,111072,1400,3,70194,2,1.0,474,27.0,3,20230129,에이스포텐,88.7,71.96300267724652
3,45565,80423,119005,1400,2,70086,2,1.0,493,15.3,3,20230129,블루모어,88.8,71.96300267724652
5,42556,80606,112004,1400,1,70127,2,1.0,467,32.4,3,20230129,마이스타,89.6,71.96300267724652
4,44662,80421,121026,1400,1,70173,2,1.0,442,14.5,3,20230129,패션포스원,89.7,71.96300267724652
3,45558,80600,111077,1400,1,70194,2,1.0,455,13.2,3,20230129,원더풀앤도버,91.1,71.96300267724652
4,44864,80610,110056,1800,2,70121,2,1.0,468,6.1,4,20230129,아이윌비프리,116.4,110.41227874045099
4,44215,80484,121051,1800,1,70086,2,1.0,486,4.0,4,20230129,은성위너,116.5,110.41227874045099
5,42989,80546,113115,1800,1,70128,2,1.0,483,7.8,4,20230129,호랭이,117.0,71.96300267724652
6,41492,80607,114033,1800,3,70173,2,1.0,503,8.7,4,20230129,그레이트댄스,117.2,71.96300267724652
3,45524,80605,201269,1800,2,70086,2,1.0,481,20.7,4,20230129,마하원더,117.3,74.67123687281224
3,46211,80423,105127,1800,2,70130,2,1.0,489,5.1,4,20230129,아르크투루스,117.3,74.67123687281224
4,44118,80568,118013,1800,2,70249,2,1.0,495,10.1,4,20230129,운주스타,118.2,110.41227874045099
5,42499,80403,117004,1800,3,70224,2,1.0,516,20.0,4,20230129,영원파워,118.8,71.96300267724652
6,40608,80421,117038,1800,3,70141,2,1.0,496,26.6,4,20230129,금아굿포인트,119.0,71.96300267724652
5,42365,80381,104077,1800,3,70125,2,1.0,501,34.1,4,20230129,당대블루,119.3,71.96300267724652
4,44013,80566,118013,1800,2,70136,2,1.0,516,9.5,4,20230129,운주불패,119.8,110.41227874045099
6,43467,80588,106255,1800,3,70141,2,1.0,571,37.8,4,20230129,라스트가디언,120.0,71.96300267724652
3,45245,80484,110034,1400,1,70123,2,1.0,497,2.3,5,20230129,즐거운여정,86.2,71.96300267724652
4,44795,80423,103007,1400,2,70130,2,1.0,503,18.7,5,20230129,화랑베스트,86.4,71.96300267724652
6,40643,80546,112292,1400,2,70121,2,1.0,468,6.5,5,20230129,원픽,87.0,71.96300267724652
5,45668,80607,105113,1400,1,70134,2,1.0,518,30.8,5,20230129,언브레이크,87.3,71.96300267724652
6,43634,80482,104129,1400,1,70141,2,1.0,453,27.9,5,20230129,부경천사,88.0,71.96300267724652
6,41292,80606,112004,1400,3,70128,2,1.0,470,36.1,5,20230129,에코선,88.0,71.96300267724652
4,44252,80568,110048,1400,2,70128,2,1.0,519,3.7,5,20230129,영광의레전드,88.4,71.96300267724652
5,42515,80604,214708,1400,1,70129,2,1.0,481,17.9,5,20230129,버닝파티,88.4,71.96300267724652
4,43733,80566,121059,1400,1,70143,2,1.0,484,10.1,5,20230129,케이에프원,88.8,71.96300267724652
6,41239,80605,112270,1400,2,70249,2,1.0,479,22.5,5,20230129,청담드라이브,89.3,71.96300267724652
5,44756,80600,65154,1400,3,70133,2,1.0,447,46.7,5,20230129,위너스타임,89.3,71.96300267724652
5,45142,80401,112290,1400,3,70138,2,1.0,503,43.4,5,20230129,하디찰리,100.5,71.96300267724652
5,44915,80484,106092,2200,3,70186,2,1.0,530,9.5,6,20230129,제시의꿈,140.3,110.41227874045099
5,42337,80568,112008,2200,1,70136,2,1.0,483,6.4,6,20230129,플랫베이브,140.4,110.41227874045099
5,46257,80546,104134,2200,2,70186,2,1.0,536,1.5,6,20230129,투혼의반석,141.0,110.41227874045099
6,44747,80421,114004,2200,3,70173,2,1.0,521,54.6,6,20230129,크레이지콘티,141.1,110.41227874045099
5,42898,80566,117002,2200,2,70130,2,1.0,534,16.4,6,20230129,닥터테이크,141.3,110.41227874045099
6,41718,80423,106075,2200,2,70126,2,1.0,500,20.7,6,20230129,블루파워,141.5,110.41227874045099
7,41784,80604,112021,2200,3,70126,2,1.0,548,31.5,6,20230129,알파킹이지,143.3,110.41227874045099
5,43191,80610,120005,2200,2,70086,2,1.0,486,9.0,6,20230129,마하타이탄,143.6,95.90000000000013
9,38211,80403,105133,2200,2,70127,2,1.0,525,60.0,6,20230129,그레이트킹,149.2,110.41227874045099
6,41460,80600,110056,2200,2,70249,2,1.0,517,35.9,6,20230129,판타스틱맨,149.5,110.41227874045099
3,45969,80423,105127,1200,1,70130,4,1.0,436,2.4,1,20230127,에이스호랑이,77.5,71.96300267724652
3,45805,80431,106075,1200,1,70126,4,1.0,482,16.0,1,20230127,마사랑길,77.5,71.96300267724652
3,45335,80605,109142,1200,1,70134,4,1.0,447,41.8,1,20230127,비케이갤럽,77.9,71.96300267724652
3,45638,80606,105136,1200,1,70224,4,1.0,446,7.4,1,20230127,기적의금빛,78.3,71.96300267724652
3,46005,80546,119020,1200,1,70132,4,1.0,469,4.4,1,20230127,어메이징무브,78.5,71.96300267724652
3,46553,80402,104148,1200,1,70173,4,1.0,444,68.9,1,20230127,모로,79.0,71.96300267724652
3,45596,80484,105113,1200,1,70134,4,1.0,468,7.4,1,20230127,매직스위티,79.0,71.96300267724652
3,45417,80607,122021,1200,1,70143,4,1.0,470,46.1,1,20230127,아리온퀸,79.3,71.96300267724652
3,46160,80403,117054,1200,1,70136,4,1.0,481,25.4,1,20230127,위드스타,79.5,71.96300267724652
3,45801,80566,118013,1200,1,70223,4,1.0,427,24.3,1,20230127,운주아칸샤,80.0,71.96300267724652
3,46328,80568,109431,1200,1,70246,4,1.0,447,18.3,1,20230127,화랑신화,80.1,71.96300267724652
3,46107,80580,112286,1200,1,70128,4,1.0,485,13.4,1,20230127,시에라선셋,82.9,71.96300267724652
3,45775,80605,117038,1200,2,70123,4,1.0,504,1.1,2,20230127,금아데프트,75.9,71.96300267724652
3,50312,80568,65126,1200,2,70132,4,1.0,472,21.2,2,20230127,로드투글로리,76.9,71.96300267724652
3,45911,80484,105127,1200,2,70130,4,1.0,516,10.5,2,20230127,두바이원정대,77.2,71.96300267724652
3,45740,80421,10644,1200,2,70136,4,1.0,454,73.6,2,20230127,그레이챔프,77.5,71.96300267724652
3,46130,80588,65079,1200,1,70127,4,1.0,457,46.5,2,20230127,다이나믹위너,77.8,71.96300267724652
3,45636,80580,65079,1200,1,70173,4,1.0,427,80.1,2,20230127,해피브리애나,77.9,71.96300267724652
3,50072,80482,104096,1200,2,70136,4,1.0,517,59.5,2,20230127,런투킹,78.3,71.96300267724652
3,46109,80403,121002,1200,1,70143,4,1.0,443,126.8,2,20230127,아쿠아리우스,79.2,71.96300267724652
3,46393,80600,118030,1200,1,70194,4,1.0,486,65.7,2,20230127,판타스틱타임,79.4,71.96300267724652
3,45222,80606,105263,1200,2,70134,4,1.0,477,69.2,2,20230127,마이플레저,79.6,71.96300267724652
3,45338,80604,106289,1200,1,70137,4,1.0,449,166.0,2,20230127,호크모스,80.2,71.96300267724652
3,50064,80376,112292,1200,2,70121,4,1.0,465,11.9,2,20230127,해브어굿이어,81.0,71.96300267724652
3,46063,80568,110056,1400,2,70249,4,1.0,484,19.8,3,20230127,스마일킹,90.2,71.96300267724652
3,46230,80431,112004,1400,2,70194,4,1.0,459,12.4,3,20230127,페가콘,90.2,71.96300267724652
4,44083,80607,109137,1400,3,70133,4,1.0,514,6.9,3,20230127,원더풀찬스,91.0,71.96300267724652
3,45748,80484,112286,1400,2,70129,4,1.0,507,6.0,3,20230127,쿨러닝,91.0,71.96300267724652
3,46401,80376,117002,1400,1,70130,4,1.0,416,5.8,3,20230127,닥터샤크,91.4,71.96300267724652
3,46203,80601,104074,1400,3,70127,4,1.0,524,99.0,3,20230127,낭만대로,91.4,71.96300267724652
3,45472,80546,65102,1400,1,70180,4,1.0,459,4.4,3,20230127,베르다,91.9,71.96300267724652
4,44898,80605,120004,1400,3,70086,4,1.0,524,3.8,3,20230127,퍼플라인,92.7,71.96300267724652
4,44691,80606,215356,1400,1,70246,4,1.0,479,25.0,3,20230127,골드크라운,92.8,71.96300267724652
3,45632,80423,110058,1400,2,70086,4,1.0,521,86.0,3,20230127,파이터스타,92.9,71.96300267724652
3,46170,80401,104112,1400,2,70138,4,1.0,517,44.7,3,20230127,성실스타,93.0,71.96300267724652
4,45028,80610,104146,1400,3,70125,4,1.0,457,15.7,3,20230127,파이트패밀리,93.3,71.96300267724652
3,45505,80423,65121,1300,1,70086,4,1.0,442,7.0,4,20230127,블루아이콘,82.7,71.96300267724652
3,45271,80484,113127,1300,1,70128,4,1.0,490,3.3,4,20230127,선더퓨리,82.8,71.96300267724652
3,46320,80605,104102,1300,1,70134,4,1.0,475,3.0,4,20230127,스페셜로드,82.9,71.96300267724652
6,40723,80610,114035,1300,1,70132,4,1.0,504,65.3,4,20230127,에이원스,83.2,71.96300267724652
3,45481,80431,106229,1300,1,70126,4,1.0,454,23.9,4,20230127,달에홀린광대,83.4,71.96300267724652
3,45399,80421,104131,1300,1,70141,4,1.0,466,82.9,4,20230127,아무르,83.6,71.96300267724652
6,41263,80403,104130,1300,1,70132,4,1.0,512,16.9,4,20230127,노던라이츠,83.7,71.96300267724652
3,46225,80376,112003,1300,1,70125,4,1.0,457,4.3,4,20230127,그래핀랩월드,83.9,71.96300267724652
4,43816,80566,117054,1300,1,70136,4,1.0,508,15.0,4,20230127,정든로,84.1,71.96300267724652
4,44263,80482,118013,1300,1,70136,4,1.0,485,45.4,4,20230127,운주싹쓸이,84.3,71.96300267724652
4,45039,80588,104127,1300,1,70226,4,1.0,486,82.9,4,20230127,하늘미소,84.3,71.96300267724652
3,45941,80568,65082,1300,1,70134,4,1.0,459,52.9,4,20230127,용상운기,88.3,71.96300267724652
3,45484,80423,110058,1200,2,70086,4,1.0,492,1.5,5,20230127,러닝파워,74.2,71.96300267724652
3,45346,80546,104100,1200,1,70136,4,1.0,461,11.3,5,20230127,월드클래스캣,75.0,71.96300267724652
4,43874,80482,112048,1200,2,70136,4,1.0,505,37.1,5,20230127,특급캠프,75.3,71.96300267724652
5,42541,80606,104162,1200,3,70246,4,1.0,477,38.5,5,20230127,천하넘버원,75.3,71.96300267724652
3,45583,80605,104102,1200,1,70134,4,1.0,453,24.4,5,20230127,마더마운틴,75.4,71.96300267724652
3,45836,80600,112010,1200,1,70138,4,1.0,466,48.5,5,20230127,태양으뜸,75.8,71.96300267724652
3,45299,80376,105040,1200,2,70173,4,1.0,472,4.5,5,20230127,니콜라스지,76.2,71.96300267724652
6,40607,80607,214708,1200,2,70121,4,1.0,470,31.6,5,20230127,인디언파티,76.2,71.96300267724652
4,43666,80431,103007,1200,2,70130,4,1.0,520,97.4,5,20230127,화랑에이스,76.3,71.96300267724652
3,46220,80610,121059,1200,1,70143,4,1.0,418,37.9,5,20230127,케이에프오공,76.6,71.96300267724652
3,46395,80421,65126,1200,1,70125,4,1.0,465,14.8,5,20230127,로드투퀸,77.7,71.96300267724652
5,42171,80601,65032,1200,1,70132,4,1.0,459,171.3,5,20230127,사이먼탑건,77.9,71.96300267724652
3,46392,80484,112287,1800,1,70156,4,1.0,482,7.0,6,20230127,해피째즈,118.9,74.67123687281224
3,46322,80568,117002,1800,3,70130,4,1.0,530,7.3,6,20230127,닥터페로,119.5,74.67123687281224
4,44523,80431,117004,1800,2,70130,4,1.0,530,6.1,6,20230127,아델스텔라,119.5,110.41227874045099
4,44585,80610,104159,1800,3,70132,4,1.0,486,32.9,6,20230127,슈퍼크랙,119.7,110.41227874045099
4,44876,80546,103012,1800,3,70186,4,1.0,486,4.5,6,20230127,후사이치,120.0,110.41227874045099
5,42860,80604,106241,1800,3,70127,4,1.0,502,29.1,6,20230127,다이아포스,120.6,71.96300267724652
5,42185,80606,117004,1800,3,70224,4,1.0,512,9.7,6,20230127,메니글로리,120.6,71.96300267724652
5,42335,80607,110050,1800,1,70137,4,1.0,477,34.7,6,20230127,배다리아이콘,120.7,71.96300267724652
4,44396,80401,106080,1800,1,70138,4,1.0,463,50.1,6,20230127,글로벌여신,121.4,110.41227874045099
3,45837,80423,106114,1800,2,70126,4,1.0,524,3.1,6,20230127,루비스톰,123.0,74.67123687281224
4,44182,80605,105137,1800,1,70134,4,1.0,473,53.2,6,20230127,투투브레인,123.5,110.41227874045099
5,43323,80566,112008,1800,2,70136,4,1.0,516,37.7,6,20230127,와일드블루,124.3,71.96300267724652
3,51980,80484,114026,1200,1,70123,4,1.0,482,4.4,7,20230127,강서자이언트,73.9,71.96300267724652
3,51920,80376,113133,1200,1,70194,4,1.0,500,4.1,7,20230127,카르페바벨,74.5,71.96300267724652
3,46451,80607,104102,1200,1,70134,4,1.0,504,6.4,7,20230127,불의축제,75.0,71.96300267724652
4,44297,80605,117054,1200,1,70136,4,1.0,467,10.1,7,20230127,일번지,75.5,71.96300267724652
3,51924,80546,106079,1200,1,70086,4,1.0,476,4.2,7,20230127,알파토르,75.9,71.96300267724652
3,51982,80588,112286,1200,1,70129,4,1.0,464,41.3,7,20230127,어나더마린,76.5,71.96300267724652
3,51918,80421,113133,1200,1,70125,4,1.0,462,32.6,7,20230127,바벨선샤인,76.8,71.96300267724652
4,44642,80568,106079,1200,1,70130,4,1.0,463,7.8,7,20230127,알파송당,76.8,71.96300267724652
3,51925,80423,112005,1200,1,70086,4,1.0,452,17.8,7,20230127,마하불릿,77.0,71.96300267724652
3,51923,80403,112003,1200,1,70125,4,1.0,440,72.3,7,20230127,로키블리스,77.1,71.96300267724652
3,51921,80600,112004,1200,1,70128,4,1.0,458,60.3,7,20230127,글로벌여제,77.3,71.96300267724652
3,51922,80566,119004,1200,1,70223,4,1.0,435,61.0,7,20230127,조이준마,77.7,71.96300267724652
3,45570,80568,112298,1400,1,70223,4,1.0,469,6.9,8,20230127,아틀라스,89.2,71.96300267724652
3,45435,80484,111075,1400,2,70186,4,1.0,519,1.5,8,20230127,승리매직킹,89.5,71.96300267724652
4,44570,80546,120001,1400,1,70127,4,1.0,493,6.4,8,20230127,청호보스,89.6,71.96300267724652
4,44005,80607,109142,1400,1,70134,4,1.0,438,29.9,8,20230127,비케이하나,89.7,71.96300267724652
4,44450,80423,104079,1400,1,70086,4,1.0,486,24.1,8,20230127,서부특급,89.7,71.96300267724652
4,44174,80605,106171,1400,2,70123,4,1.0,517,22.7,8,20230127,스타에이스,89.8,71.96300267724652
4,43759,80421,120003,1400,2,70125,4,1.0,513,24.9,8,20230127,아이러브한센,90.0,71.96300267724652
4,44070,80606,106025,1400,1,70086,4,1.0,444,13.9,8,20230127,라온더플래시,90.1,71.96300267724652
4,43857,80296,111167,1400,3,70121,4,1.0,504,66.0,8,20230127,최강마린,90.1,71.96300267724652
6,41409,80403,106017,1400,1,70129,4,1.0,516,105.1,8,20230127,퀸오브더퀸,90.2,71.96300267724652
4,43757,80376,117054,1400,3,70223,4,1.0,444,27.4,8,20230127,플로잉리버,90.8,71.96300267724652
4,44634,80604,110064,1400,1,70142,4,1.0,0,0.0,8,20230127,투오브어스,0.0,0.0
4,44887,80431,104098,1600,2,70125,4,1.0,474,20.0,9,20230127,대지초이스,100.1,71.96300267724652
4,44726,80566,117054,1600,1,70176,4,1.0,477,12.5,9,20230127,마하메루,100.4,71.96300267724652
4,44084,80421,104112,1600,1,70138,4,1.0,485,33.2,9,20230127,성실시화,100.9,71.96300267724652
7,39567,80482,112004,1600,2,70128,4,1.0,520,97.5,9,20230127,천년의약속,101.0,71.96300267724652
4,44300,80546,106115,1600,3,70123,4,1.0,511,9.5,9,20230127,몽땅,101.7,71.96300267724652
7,38766,80600,110048,1600,2,70249,4,1.0,480,47.9,9,20230127,영광의파이트,102.4,71.96300267724652
5,42460,80610,106025,1600,3,70086,4,1.0,479,83.6,9,20230127,라온더파워,102.4,71.96300267724652
3,45557,80376,114026,1600,2,70142,4,1.0,474,1.2,9,20230127,스피드영,102.5,71.96300267724652
4,44865,80568,104154,1600,3,70186,4,1.0,484,32.9,9,20230127,스파이스엑톤,102.7,71.96300267724652
5,43030,80423,112003,1600,2,70125,4,1.0,482,143.8,9,20230127,뷰티풀킹,103.5,71.96300267724652
5,43291,80607,117002,1600,3,70130,4,1.0,442,16.0,9,20230127,닥터페이스,103.8,71.96300267724652
3,45308,80484,118030,1600,2,70128,4,1.0,0,0.0,9,20230127,판타스틱킹덤,0.0,0.0
6,41287,80607,117004,2000,2,70130,4,1.0,515,32.9,10,20230127,파인의꿈,128.7,88.07824149108565
5,42552,80605,104117,2000,3,70180,4,1.0,487,3.3,10,20230127,얼라이브캡틴,128.9,95.90000000000013
6,43594,80546,112003,2000,2,70224,4,1.0,497,7.5,10,20230127,폭풍언덕,129.6,110.41227874045099
6,43544,80604,105119,2000,3,70223,4,1.0,433,48.3,10,20230127,소머치고,129.7,95.90000000000013
5,42248,80431,110058,2000,2,70126,4,1.0,507,7.4,10,20230127,갤럭시로드,129.7,88.07824149108565
4,44284,80568,104102,2000,2,70134,4,1.0,502,10.3,10,20230127,불의검,129.8,110.41227874045099
4,43794,80423,110058,2000,1,70086,4,1.0,501,5.6,10,20230127,골든파워,130.0,110.41227874045099
8,37373,80403,104074,2000,3,70127,4,1.0,525,73.4,10,20230127,낭만전사,130.3,88.07824149108565
4,44458,80606,216694,2000,2,70223,4,1.0,514,6.2,10,20230127,운주히어로,130.3,110.41227874045099
6,41016,80484,112292,2000,3,70224,4,1.0,483,9.4,10,20230127,맨오브더월드,130.8,95.90000000000013
5,42652,80566,117004,2000,2,70130,4,1.0,500,19.7,10,20230127,두무산,131.0,88.07824149108565
5,42628,80421,112003,2000,2,70125,4,1.0,521,69.2,10,20230127,원더풀킹,131.9,88.07824149108565
3,45468,80604,104154,1300,1,70126,18,2.0,465,92.3,1,20230115,스트리트록,81.0,71.96300267724652
3,45316,80607,106038,1300,1,70133,18,2.0,480,16.3,1,20230115,히어더퀸,81.6,71.96300267724652
3,45554,80456,10498,1300,1,70180,18,2.0,461,2.6,1,20230115,원더풀폰,81.8,71.96300267724652
3,46401,80484,117002,1300,1,70130,18,2.0,419,4.2,1,20230115,닥터샤크,81.9,71.96300267724652
3,46181,80565,112003,1300,1,70224,18,2.0,456,3.9,1,20230115,스카이마운틴,82.6,71.96300267724652
3,46228,80600,113115,1300,1,70186,18,2.0,450,29.3,1,20230115,새비지걸,83.2,71.96300267724652
3,51482,80588,117014,1300,1,70186,18,2.0,509,25.2,1,20230115,그린치프,83.5,71.96300267724652
3,45514,80605,105081,1300,1,70134,18,2.0,473,18.1,1,20230115,서귀플래시,83.7,71.96300267724652
3,45277,80376,115009,1300,1,70125,18,2.0,451,18.6,1,20230115,켈리퀸,83.9,71.96300267724652
3,46036,80568,113115,1300,1,70223,18,2.0,425,10.8,1,20230115,투큐트걸,84.7,71.96300267724652
3,50106,80580,121021,1300,1,70127,18,2.0,435,114.9,1,20230115,금손클래스,84.9,71.96300267724652
3,45613,80402,122001,1300,1,70137,18,2.0,457,135.4,1,20230115,리벤지쿠로,85.8,71.96300267724652
4,44016,80610,121059,1200,2,70143,18,2.0,487,3.4,2,20230115,팬텀에이스,73.6,71.96300267724652
3,50122,80379,112292,1200,3,70121,18,2.0,458,6.4,2,20230115,치어풀라이프,74.3,71.96300267724652
3,45849,80376,106289,1200,2,70142,18,2.0,466,6.3,2,20230115,멀티히트,74.6,71.96300267724652
3,45180,80423,117002,1200,3,70130,18,2.0,462,55.8,2,20230115,닥터쿠쿠,75.0,71.96300267724652
3,46058,80605,109142,1200,1,70134,18,2.0,446,60.5,2,20230115,비케이누마,75.0,71.96300267724652
3,46142,80484,112286,1200,1,70129,18,2.0,483,6.9,2,20230115,넥스트마린,75.2,71.96300267724652
3,46449,80565,104102,1200,2,70134,18,2.0,404,32.8,2,20230115,불의산,75.5,71.96300267724652
3,45946,80566,117054,1200,1,70176,18,2.0,440,22.6,2,20230115,탑드림,76.2,71.96300267724652
3,45893,80546,106080,1200,2,70138,18,2.0,477,11.6,2,20230115,글로벌스카이,76.6,71.96300267724652
3,45538,80431,110048,1200,2,70156,18,2.0,478,3.8,2,20230115,영광의터치,76.6,71.96300267724652
3,45960,80604,112003,1200,1,70224,18,2.0,438,40.3,2,20230115,나이스투데이,77.0,71.96300267724652
3,46148,80588,114026,1200,1,70142,18,2.0,450,111.5,2,20230115,강서루다,77.8,71.96300267724652
5,42365,80381,104077,1600,3,70125,18,2.0,505,47.0,3,20230115,당대블루,101.1,71.96300267724652
5,42146,80605,104102,1600,3,70134,18,2.0,420,21.0,3,20230115,노블카우보이,101.4,71.96300267724652
6,40483,80456,106079,1600,1,70086,18,2.0,458,35.4,3,20230115,알파하트,101.5,71.96300267724652
3,46072,80484,104161,1600,2,70133,18,2.0,493,5.8,3,20230115,창창대로,101.6,71.96300267724652
4,44295,80568,117014,1600,1,70186,18,2.0,464,8.8,3,20230115,그린파파고,101.7,71.96300267724652
5,42818,80604,201751,1600,1,70137,18,2.0,482,53.9,3,20230115,남도일등,102.1,71.96300267724652
4,44170,80423,106171,1600,1,70132,18,2.0,499,7.7,3,20230115,퀸스타,102.2,71.96300267724652
3,46098,80610,112274,1600,2,70121,18,2.0,488,2.1,3,20230115,파이널세븐,102.2,71.96300267724652
5,42636,80566,118011,1600,1,70128,18,2.0,447,14.6,3,20230115,퀸오브스피릿,103.4,71.96300267724652
4,44850,80403,113115,1600,1,70194,18,2.0,408,49.3,3,20230115,렛잇고,103.4,71.96300267724652
4,44879,80600,103012,1600,2,70186,18,2.0,473,22.9,3,20230115,더블탭,103.8,71.96300267724652
5,42381,80607,65066,1600,2,70126,18,2.0,467,9.3,3,20230115,킹비드,104.5,71.96300267724652
4,44642,80484,106079,1200,1,70130,18,2.0,459,13.6,4,20230115,알파송당,73.1,71.96300267724652
4,44680,80607,121002,1200,1,70143,18,2.0,470,10.1,4,20230115,크라우드원,73.3,71.96300267724652
4,45071,80565,121002,1200,1,70143,18,2.0,472,9.8,4,20230115,컬러풀윈드,73.4,71.96300267724652
4,43707,80376,104127,1200,1,70125,18,2.0,485,13.6,4,20230115,하늘질주,73.6,71.96300267724652
5,42065,80568,65095,1200,2,70132,18,2.0,487,8.7,4,20230115,트리플질주,73.7,71.96300267724652
4,44456,80456,117035,1200,1,70086,18,2.0,467,3.8,4,20230115,일념천하,74.2,71.96300267724652
4,44471,80610,112003,1200,3,70224,18,2.0,490,4.8,4,20230115,그래핀킹,74.4,71.96300267724652
4,43701,80606,109142,1200,1,70134,18,2.0,510,27.7,4,20230115,비케이마셜,74.6,71.96300267724652
3,51926,80423,112005,1200,1,70086,18,2.0,454,41.4,4,20230115,제니스러너,74.6,71.96300267724652
3,45389,80421,65126,1200,3,70125,18,2.0,458,4.9,4,20230115,케이아이,76.0,71.96300267724652
5,42364,80431,120005,1200,1,70173,18,2.0,480,40.8,4,20230115,블루카슨,76.6,71.96300267724652
3,51983,80546,115008,1200,1,70156,18,2.0,427,32.2,4,20230115,라카르타,76.9,71.96300267724652
6,43612,80484,105057,1800,2,70128,18,2.0,536,7.8,5,20230115,워리어클래스,112.7,71.96300267724652
5,45135,80605,112049,1800,2,70223,18,2.0,452,8.5,5,20230115,클린샷,112.8,71.96300267724652
4,44496,80546,110028,1800,2,70180,18,2.0,484,2.8,5,20230115,플라잉더챔프,113.3,110.41227874045099
5,43014,80403,111078,1800,3,70127,18,2.0,507,15.0,5,20230115,루카스선,114.2,71.96300267724652
5,43211,80610,121020,1800,2,70086,18,2.0,486,16.0,5,20230115,선라이트보이,114.4,71.96300267724652
5,42102,80565,112292,1800,3,70224,18,2.0,494,6.3,5,20230115,캐치더스카이,114.4,71.96300267724652
5,42031,80376,117054,1800,1,70137,18,2.0,500,11.8,5,20230115,윈드하이,114.5,71.96300267724652
4,44209,80423,114033,1800,2,70173,18,2.0,490,7.3,5,20230115,그레이트캡틴,114.7,110.41227874045099
5,42360,80456,109150,1800,2,70086,18,2.0,482,43.2,5,20230115,케이케이원,115.6,71.96300267724652
6,40968,80379,65008,1800,3,70176,18,2.0,484,46.3,5,20230115,최강라이거,116.0,71.96300267724652
4,44371,80566,105127,1800,2,70130,18,2.0,486,16.9,5,20230115,영천솔레미오,116.1,110.41227874045099
5,44756,80607,65154,1800,3,70133,18,2.0,452,30.1,5,20230115,위너스타임,117.0,71.96300267724652
6,40928,80605,216420,1600,2,70142,18,2.0,489,3.5,6,20230115,바베어리언,96.8,71.96300267724652
