age,hrNo,jkNo,owNo,rcDist,sex,trNo,track,weather,wgHr,winOdds,rcNo,rcDate,hrName,rcTime,predicted_time
8,3017232,3029,206030,1000,1,2009,4,1.0,266,84.3,1,20230107,장전보배,88.9,70.9365901558863
4,3102623,3092,1010,1000,1,2021,4,1.0,287,92.6,1,20230107,현무진,89.4,70.9365901558863
6,3018219,3089,206021,1000,3,2034,4,1.0,269,8.9,2,20230107,성공기원,84.4,70.9365901558863
3,3101789,3077,121040,1000,1,2018,4,1.0,264,2.0,2,20230107,햇살이,84.5,70.9365901558863
5,3018718,3080,116030,1000,1,2028,4,1.0,294,31.5,2,20230107,햇살언덕,84.8,70.9365901558863
5,3018447,3058,121035,1000,1,2026,4,1.0,286,8.7,2,20230107,천지타임,85.2,70.9365901558863
5,3018911,3082,1066,1000,3,2033,4,1.0,290,3.7,2,20230107,백두찬가,85.3,70.9365901558863
4,3018951,3093,1164,1000,2,2009,4,1.0,273,12.2,2,20230107,리듬스타,85.5,70.9365901558863
6,3018162,3090,1088,1000,1,2025,4,1.0,261,46.3,2,20230107,미래강자,85.7,70.9365901558863
5,3018869,3053,206021,1000,1,2032,4,1.0,289,20.8,2,20230107,영원한강,85.9,70.9365901558863
4,3018958,3055,117039,1000,1,2029,4,1.0,277,19.8,2,20230107,표선황후,86.2,70.9365901558863
6,3018137,3087,117045,1000,3,2031,4,1.0,314,58.2,2,20230107,탐라신사,88.3,70.9365901558863
4,3101919,3070,206010,1000,1,2033,4,1.0,304,3.5,3,20230107,제주정복,82.5,70.9365901558863
8,3016827,3029,1135,1000,3,2024,4,1.0,274,18.6,3,20230107,백호번개,82.5,70.9365901558863
4,3018934,3058,121032,1000,2,2026,4,1.0,281,12.2,3,20230107,오라태풍,82.9,70.9365901558863
4,3102123,3081,206015,1000,3,2019,4,1.0,305,1.9,3,20230107,지존보배,83.0,70.9365901558863
4,3101705,3089,121040,1000,2,2034,4,1.0,274,16.3,3,20230107,멘탈,83.2,70.9365901558863
9,3016744,3028,1128,1000,3,2024,4,1.0,280,50.3,3,20230107,원동히트,83.3,70.9365901558863
6,3018120,3094,1096,1000,3,2028,4,1.0,287,51.6,3,20230107,금누리,83.3,70.9365901558863
4,3018926,3092,118026,1000,1,2021,4,1.0,262,8.6,3,20230107,명작품,83.4,70.9365901558863
6,3017958,3077,121046,1000,3,2018,4,1.0,276,16.8,3,20230107,흥국강타,83.8,70.9365901558863
7,3017622,3082,1049,1000,3,2033,4,1.0,290,44.4,3,20230107,경성제일,85.0,70.9365901558863
10,3015824,3089,117043,1110,3,2034,4,1.0,295,10.0,4,20230107,태상노군,92.4,75.00787615119428
5,3018541,3081,116029,1110,2,2019,4,1.0,282,3.8,4,20230107,대성대왕,93.0,75.00787615119428
5,3018511,3058,118026,1110,1,2026,4,1.0,276,6.2,4,20230107,명성여걸,93.1,75.00787615119428
8,3017000,3095,117043,1110,3,2018,4,1.0,277,17.8,4,20230107,푸른물결,93.9,71.96300267724652
10,3015645,3080,1138,1110,3,2026,4,1.0,299,76.7,4,20230107,장백기상,94.1,75.00787615119428
10,3016573,3055,1066,1110,3,2038,4,1.0,258,51.1,4,20230107,문무태왕,94.2,75.00787615119428
9,3016494,3092,1142,1110,3,2021,4,1.0,262,44.7,4,20230107,광해청명,94.3,75.00787615119428
7,3017791,3096,206015,1110,3,2019,4,1.0,297,7.1,4,20230107,일사십리,95.0,71.96300267724652
7,3017483,3075,206031,1110,3,2038,4,1.0,280,36.1,4,20230107,천일수,96.1,75.00787615119428
4,3018984,3053,116032,1110,1,2032,4,1.0,315,2.2,4,20230107,휘날리며,96.2,75.00787615119428
6,3018177,3080,116031,1110,1,2026,4,1.0,319,1.2,5,20230107,오라스타,86.6,75.00787615119428
7,3017464,3029,1157,1110,3,2028,4,1.0,316,5.9,5,20230107,수사대,87.4,75.00787615119428
9,3016416,3070,116017,1110,3,2033,4,1.0,306,46.6,5,20230107,태왕별,87.7,75.00787615119428
5,3018483,3044,117051,1110,1,2036,4,1.0,282,118.5,5,20230107,청룡스타,87.9,75.00787615119428
6,3018046,3006,1095,1110,2,2008,4,1.0,320,10.7,5,20230107,미래황제,88.0,75.00787615119428
10,3015728,3081,206015,1110,2,2019,4,1.0,324,26.2,5,20230107,으뜸공신,88.6,75.00787615119428
12,3014773,3095,116006,1110,3,2018,4,1.0,287,40.2,5,20230107,새벽바람,88.6,71.96300267724652
7,3017645,3089,117048,1110,3,2034,4,1.0,323,28.9,5,20230107,광아의죠이,88.6,75.00787615119428
11,3014909,3075,1121,1110,3,2018,4,1.0,293,66.5,5,20230107,황용신화,88.7,75.00787615119428
7,3017571,3053,116010,1110,3,2029,4,1.0,305,42.9,5,20230107,고질라,89.4,75.00787615119428
5,3018614,3082,1157,1110,3,2019,4,1.0,310,62.2,5,20230107,초강수,91.2,75.00787615119428
4,3018901,3082,117051,900,3,2033,4,1.0,301,6.1,6,20230107,청룡시대,76.5,70.9365901558863
3,3102606,3058,118026,900,1,2026,4,1.0,293,1.8,6,20230107,대명성,77.3,70.9365901558863
4,3018936,3089,206031,900,3,2034,4,1.0,303,5.1,6,20230107,태산수,77.5,70.9365901558863
6,3018395,3061,1186,900,2,2030,4,1.0,271,34.4,6,20230107,제주영웅,77.5,70.9365901558863
6,3018322,3093,116002,900,2,2009,4,1.0,310,23.2,6,20230107,덤장파워,77.5,70.9365901558863
5,3101281,3053,121037,900,1,2032,4,1.0,253,33.2,6,20230107,비상신호,77.6,70.9365901558863
4,3102563,3081,116024,900,1,2019,4,1.0,276,12.1,6,20230107,오라도끼,78.1,70.9365901558863
3,3102707,3080,121033,900,3,2026,4,1.0,282,13.6,6,20230107,드림명성,78.8,70.9365901558863
5,3018784,3096,116032,900,2,2019,4,1.0,272,34.6,6,20230107,무한공간,79.5,70.9365901558863
4,3102770,3029,116059,900,3,2009,4,1.0,290,31.9,6,20230107,얼룩돌풍,79.8,70.9365901558863
3,3101891,3081,116024,800,1,2019,4,1.0,279,1.7,7,20230107,이치,65.4,70.9365901558863
4,3101757,3080,1010,800,1,2030,4,1.0,262,11.5,7,20230107,골든뷰,66.7,70.9365901558863
3,3101419,3095,116024,800,1,2018,4,1.0,284,19.5,7,20230107,승치,67.2,70.9365901558863
3,3102288,3055,121037,800,1,2038,4,1.0,265,2.7,7,20230107,매스틱,67.3,70.9365901558863
4,3102413,3028,206037,800,1,2024,4,1.0,242,26.2,7,20230107,반격카드,68.8,70.9365901558863
4,3102185,3066,117044,800,1,2013,4,1.0,288,49.6,7,20230107,거승명마,69.9,70.9365901558863
4,3102855,3067,1112,800,3,2025,4,1.0,272,42.9,7,20230107,함성소리,70.1,70.9365901558863
3,3101731,3082,1113,800,1,2029,4,1.0,260,25.1,7,20230107,위너퀸,71.1,70.9365901558863
4,3101706,3087,121030,800,2,2031,4,1.0,261,56.5,7,20230107,캡틴전설,72.7,70.9365901558863
3,3101890,3091,117051,800,1,2036,4,1.0,272,0.0,7,20230107,청룡여제,0.0,70.9365901558863
5,3018490,3089,121041,1000,3,2034,4,2.0,313,15.3,1,20230106,장군대좌,88.3,70.9365901558863
4,3102842,3081,206021,1000,1,2030,4,2.0,258,6.7,1,20230106,푸른날,88.3,70.9365901558863
4,3019043,3077,121040,1000,2,2018,4,2.0,296,2.0,1,20230106,사무사,88.5,70.9365901558863
5,3018715,3080,1138,1000,3,2026,4,2.0,274,23.3,1,20230106,황해장군,88.8,70.9365901558863
5,3018460,3044,117051,1000,1,2008,4,2.0,266,119.0,1,20230106,선덕공주,89.2,70.9365901558863
6,3018321,3095,117041,1000,1,2038,4,2.0,266,54.7,1,20230106,상고지,89.3,70.9365901558863
4,3102344,3082,206013,1000,1,2029,4,2.0,284,8.2,1,20230106,상명의힘,89.5,70.9365901558863
4,3019039,3061,121038,1000,1,2036,4,2.0,253,3.6,1,20230106,정점,89.6,70.9365901558863
6,3018281,3053,116025,1000,2,2032,4,2.0,261,17.4,1,20230106,녹원제일,90.1,70.9365901558863
5,3018590,3070,206045,1000,1,2028,4,2.0,0,0.0,1,20230106,수산공주,0.0,0.0
4,3101602,3055,116003,1000,1,2038,4,2.0,242,10.0,2,20230106,경성해피,86.3,70.9365901558863
7,3017931,3044,117051,1000,3,2008,4,2.0,259,6.4,2,20230106,푸른장군,86.8,70.9365901558863
5,3018711,3077,116014,1000,1,2018,4,2.0,262,3.5,2,20230106,동방챔프,86.8,70.9365901558863
4,3018964,3096,206027,1000,1,2019,4,2.0,259,8.9,2,20230106,삼다최강,86.8,70.9365901558863
5,3018722,3093,1069,1000,1,2009,4,2.0,273,7.4,2,20230106,서부여걸,87.2,70.9365901558863
7,3017629,3080,117051,1000,1,2025,4,2.0,288,4.0,2,20230106,백점여왕,87.3,70.9365901558863
5,3018801,3082,116020,1000,1,2038,4,2.0,273,7.4,2,20230106,달의여신,87.6,70.9365901558863
4,3018953,3061,1175,1000,2,2036,4,2.0,224,36.8,2,20230106,행복한순간,88.1,70.9365901558863
5,3018466,3092,1175,1000,1,2021,4,2.0,268,51.8,2,20230106,신검,89.2,70.9365901558863
9,3016587,3053,1121,1000,3,2032,4,2.0,282,39.3,2,20230106,선행후명,89.5,70.9365901558863
6,3018275,3092,206026,1000,3,2021,4,2.0,271,21.5,3,20230106,거서간,83.3,70.9365901558863
5,3018576,3044,206039,1000,3,2036,4,2.0,256,35.3,3,20230106,탐라신화,83.7,70.9365901558863
8,3017981,3053,116014,1000,3,2029,4,2.0,287,24.8,3,20230106,민영신화,84.0,70.9365901558863
6,3018289,3089,118026,1000,1,2034,4,2.0,281,19.6,3,20230106,명성기상,84.7,70.9365901558863
5,3018766,3077,121040,1000,2,2018,4,2.0,272,7.6,3,20230106,담대한,84.7,70.9365901558863
6,3018102,3087,206045,1000,1,2031,4,2.0,318,54.1,3,20230106,마마공주,85.6,70.9365901558863
5,3018680,3058,1095,1000,2,2026,4,2.0,285,20.8,3,20230106,봉성대로,85.6,70.9365901558863
3,3101569,3081,206023,1000,3,2019,4,2.0,309,2.3,3,20230106,자유날개,86.1,70.9365901558863
5,3018952,3082,1066,1000,1,2033,4,2.0,262,3.2,3,20230106,무적소녀,86.7,70.9365901558863
5,3018777,3090,1088,1000,1,2025,4,2.0,278,7.0,3,20230106,고공시대,86.9,70.9365901558863
6,3018073,3089,118026,1110,3,2034,4,2.0,300,3.9,4,20230106,영상대부,95.9,75.00787615119428
7,3017859,3075,1074,1110,2,2030,4,2.0,296,8.3,4,20230106,백두고을,95.9,75.00787615119428
4,3018916,3080,206017,1110,2,2026,4,2.0,275,3.9,4,20230106,삼다열풍,96.1,75.00787615119428
6,3017944,3087,116005,1110,3,2031,4,2.0,296,16.0,4,20230106,불빛최강,96.2,75.00787615119428
7,3017780,3070,117045,1110,3,2033,4,2.0,287,5.3,4,20230106,정우일품,96.8,75.00787615119428
4,3102626,3055,1010,1110,2,2038,4,2.0,276,6.6,4,20230106,얼룩동자,96.8,75.00787615119428
7,3017781,3053,1121,1110,3,2032,4,2.0,295,26.8,4,20230106,개성강국,97.0,75.00787615119428
9,3016229,3006,117039,1110,3,2029,4,2.0,304,14.1,4,20230106,광해신천,97.1,75.00787615119428
6,3018116,3095,116006,1110,3,2018,4,2.0,297,12.4,4,20230106,대상군,97.5,71.96300267724652
7,3017855,3090,1039,1110,2,2025,4,2.0,238,40.1,4,20230106,성읍장군,99.0,75.00787615119428
6,3018067,3089,116006,1110,3,2034,4,1.0,323,3.8,5,20230106,웅진대성,93.9,75.00787615119428
5,3018616,3077,206027,1110,2,2018,4,1.0,289,8.1,5,20230106,최고대장,94.0,75.00787615119428
10,3015654,3055,116021,1110,3,2029,4,1.0,318,15.7,5,20230106,한라황제,94.2,75.00787615119428
7,3017668,3090,1095,1110,2,2008,4,1.0,270,16.5,5,20230106,호승고을,95.3,75.00787615119428
5,3018753,3070,1184,1110,3,2033,4,1.0,305,3.5,5,20230106,솔져,95.4,75.00787615119428
5,3018491,3094,1096,1110,2,2028,4,1.0,267,5.7,5,20230106,더빠르게,95.6,71.96300267724652
9,3016257,3053,116005,1110,3,2032,4,1.0,313,15.7,5,20230106,미래명장,95.9,75.00787615119428
8,3017143,3092,1197,1110,3,2021,4,1.0,263,24.2,5,20230106,무소불위,95.9,75.00787615119428
10,3015532,3080,116006,1110,3,2029,4,1.0,296,30.0,5,20230106,티로수,96.1,75.00787615119428
6,3018377,3096,206015,1110,3,2019,4,1.0,315,7.1,5,20230106,한백챔프,97.7,71.96300267724652
6,3017963,3089,116030,1200,3,2029,4,2.0,298,7.1,6,20230106,대장대부,101.4,75.00787615119428
9,3016271,3082,206045,1200,2,2033,4,2.0,317,13.1,6,20230106,한라신화,101.7,75.00787615119428
7,3017940,3080,1066,1200,2,2033,4,2.0,279,6.8,6,20230106,백두왕자,101.8,75.00787615119428
13,3013476,3081,1021,1200,2,2019,4,2.0,297,3.9,6,20230106,백호신천,101.9,75.00787615119428
10,3015524,3028,1134,1200,3,2024,4,2.0,270,31.9,6,20230106,함지박,102.1,75.00787615119428
4,3018862,3092,118026,1200,3,2021,4,2.0,286,8.9,6,20230106,유명세,102.1,75.00787615119428
5,3018494,3077,106221,1200,3,2031,4,2.0,316,4.6,6,20230106,사상최강,102.1,75.00787615119428
14,3012533,3094,1046,1200,3,2028,4,2.0,283,6.2,6,20230106,백록장원,102.3,78.74456341788928
14,3012720,3061,116024,1200,3,2036,4,2.0,316,14.3,6,20230106,제일왕초,102.9,78.74456341788928
11,3014895,3053,116023,1200,3,2032,4,2.0,335,27.3,6,20230106,철옹성,103.6,75.00787615119428
3,3102265,3082,1101,900,2,2029,4,2.0,300,3.8,7,20230106,백두정복,74.3,70.9365901558863
4,3018893,3081,1175,900,3,2030,4,2.0,266,17.3,7,20230106,전설마을,74.7,70.9365901558863
5,3018540,3070,206038,900,1,2033,4,2.0,290,8.6,7,20230106,일사천리,75.8,70.9365901558863
8,3017982,3080,116014,900,2,2029,4,2.0,284,66.2,7,20230106,아라강자,76.0,70.9365901558863
3,3102099,3092,1010,900,1,2021,4,2.0,301,2.7,7,20230106,우듬지,76.2,70.9365901558863
3,3101833,3055,121041,900,1,2034,4,2.0,286,35.7,7,20230106,동심만리,76.4,70.9365901558863
5,3018482,3028,117052,900,3,2024,4,2.0,252,9.1,7,20230106,달빛대로,76.5,70.9365901558863
4,3018979,3094,206022,900,1,2028,4,2.0,251,11.5,7,20230106,특급열차,77.1,70.9365901558863
7,3017573,3090,206016,900,3,2025,4,2.0,249,28.5,7,20230106,가온길,77.2,70.9365901558863
4,3102567,3089,121038,900,3,2034,4,2.0,281,6.0,7,20230106,신흥최강,78.3,70.9365901558863
4,3101434,3082,117050,800,1,2030,4,2.0,279,3.8,8,20230106,야망질주,66.0,70.9365901558863
3,3102015,3055,206046,800,1,2038,4,2.0,285,2.1,8,20230106,서귀보배,66.1,70.9365901558863
3,3102957,3044,1057,800,1,2008,4,2.0,258,8.8,8,20230106,가속직진,66.2,70.9365901558863
3,3102464,3029,1156,800,3,2009,4,2.0,279,7.0,8,20230106,태사자,66.5,70.9365901558863
4,3101921,3087,1056,800,1,2031,4,2.0,285,8.8,8,20230106,신기전,68.6,70.9365901558863
4,3018838,3095,117052,800,2,2031,4,2.0,280,34.0,8,20230106,상명대로,68.9,70.9365901558863
4,3102571,3061,206044,800,1,2036,4,2.0,229,20.4,8,20230106,명품황후,69.1,70.9365901558863
4,3101825,3091,206039,800,1,2036,4,2.0,248,43.9,8,20230106,탐라드림,69.3,70.9365901558863
4,3102844,3090,121034,800,1,2025,4,2.0,235,62.2,8,20230106,일대전사,70.4,70.9365901558863
4,3102848,3081,206021,800,1,2030,4,2.0,278,33.4,8,20230106,진흥여장,70.5,70.9365901558863
